PSA_ID,Domain,Sub_Category,English,Kiswahili,Ekegusii,Source,Date,Metadata
AGRI_597,Agriculture,Sustainable Farming,"uptake of Climate-Smart Agriculture (CSA). For example, as many climate-smart practices require long-term commitment, land tenure security is key to ...","utumiaji wa Kilimo cha Hali ya Hewa-Smart (CSA). Kwa mfano, kama mazoea mengi ya hali ya hewa yanahitaji kujitolea kwa muda mrefu, usalama wa umiliki wa ardhi ni ufunguo wa ...","Ogoitabeka kwoboremi bokogenda nerire (CSA). Buna ekiorokererio, buna ogotema oboremi obuya werire bogendererete cgokorwa neganeirie ogotugekwa ogotambe, na amachiko amaya igoro yobteneneri bwemegondo ase gokomboa emegondo...",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.874; promoted_from=EKEGUSIICORPUS_2280
AGRI_598,Agriculture,Livestock,US implements bovine viral diarrhea vaccination to protect dairy cattle.,Marekani inatekeleza chanjo ya kuhara kwa virusi vya ng'ombe ili kulinda ng'ombe wa maziwa.,Abanto bamenyete emechie yechitaoni nabo baranyare korema endagera. Rigia komanya buna chisemi chiogotumia emebuko gosimeka ching'eni nebitunguo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.781; promoted_from=EKEGUSIICORPUS_2284
AGRI_599,Agriculture,Livestock,US promotes bovine viral diarrhea vaccination for cattle.,Marekani inakuza chanjo ya kuhara virusi vya ng'ombe kwa ng'ombe.,Amerika negenderete kobeta chisindani chiogotanga endwari yogosaa ase etugo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.607; promoted_from=EKEGUSIICORPUS_2286
AGRI_600,Agriculture,Livestock,USDA enhances avian influenza surveillance in poultry to prevent outbreaks.,USDA huongeza ufuatiliaji wa mafua ya ndege katika kuku ili kuzuia milipuko.,Ekeombe kia USDA bkwangoi kere okobeta chisindani chiogotanga endwari yechingoko gotanga oborwaire obwo .,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.766; promoted_from=EKEGUSIICORPUS_2288
AGRI_601,Agriculture,Livestock,"USDA implements a National Milk Testing Strategy to monitor H5N1 in dairy herds, ensuring milk safety.","USDA inatekeleza Mkakati wa Kitaifa wa Upimaji wa Maziwa ili kufuatilia H5N1 katika mifugo ya maziwa, kuhakikisha usalama wa maziwa.",USDAnere nooroberio omonene bwogopima amabere buna enchera yokorigereria  ebinyinyi biechingoko  H5N1 ase chiombe buna enchera eyemo yogoikerania abuya bwamabere.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.919; promoted_from=EKEGUSIICORPUS_2289
AGRI_602,Agriculture,Livestock,USDA offers biosecurity training for farmers to prevent disease outbreaks in poultry and cattle.,USDA inatoa mafunzo ya usalama wa viumbe kwa wakulima ili kuzuia milipuko ya magonjwa kwa kuku na ng'ombe.,USDA negenderete gosomia abaremi buna barakonye gotanga ebinyinyi biendwari yechingoko netugo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.933; promoted_from=EKEGUSIICORPUS_2290
AGRI_603,Agriculture,Livestock,USDA promotes regenerative agriculture for grazing.,USDA inakuza kilimo cha kuzalisha kwa ajili ya malisho.,USDA ngosegeta ere oboremi borengete korenda obotobu bweriroba ase okorisia chiombe.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.777; promoted_from=EKEGUSIICORPUS_2291
AGRI_604,Agriculture,Livestock,USDA promotes regenerative agriculture for livestock to enhance soil health.,USDA inakuza kilimo cha kuzaliwa upya kwa mifugo ili kuimarisha afya ya udongo.,USDA ngosegeta ere oboremi borengete korenda obotu bweriroba ase etugo kogesa riroba obotobu.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.816; promoted_from=EKEGUSIICORPUS_2292
AGRI_605,Agriculture,Livestock,USDA promotes regenerative agriculture for livestock.,USDA huendeleza kilimo cha kukuza upya mifugo.,USDA negendererete gosegeta oboremi bokorenda obotobu bweriroba as afia yetugo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.642; promoted_from=EKEGUSIICORPUS_2293
AGRI_606,Agriculture,Crop Production,USDA promotes regenerative agriculture practices.,USDA inakuza mazoea ya kilimo cha kuzaliwa upya.,USDA nigo egosegeta ebokoro bioboremi bokorenda obotobu bweriroba.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.816; promoted_from=EKEGUSIICORPUS_2294
AGRI_607,Agriculture,Livestock,USDA supports regenerative agriculture practices for livestock to enhance soil health.,USDA hutegemeza mazoea ya kilimo ya kukuza upya mifugo ili kuboresha afya ya udongo.,USDA ngosira ere ebokoro biria bikorenda obotobu bweriroba ase etugo erio kobeka obotobu na afia.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.754; promoted_from=EKEGUSIICORPUS_2295
AGRI_608,Agriculture,Sustainable Farming,"Use fertilizers effectively for your beans by understanding soil needs, choosing the right type, and applying the correct amount at the right time.","Tumia mbolea kwa ufanisi kwa ajili ya maharagwe yako kwa kuelewa mahitaji ya udongo, kuchagua aina inayofaa, na kutumia kiasi kinachofaa kwa wakati unaofaa.","Tumia obwoyo buyaase oboremi bwao bweching'ende ase okomanya ekere riroba ria riganetie, gochora embusuro engiya, na kobeka obwoyo bwekerengo ekerongo ase chingaki chingiya.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.904; promoted_from=EKEGUSIICORPUS_2296
AGRI_609,Agriculture,Livestock,Use fertilizers wisely to maximize nutrient uptake by goats and minimize environmental impact. Learn about soil testing and balanced fertilization.,Tumia mbolea kwa busara ili kuongeza uchukuaji wa virutubishi na mbuzi na kupunguza athari za mazingira. Jifunze kuhusu upimaji wa udongo na mbolea yenye usawa.,Tumia obwoyo buya erio korera nga obonyansi bwetugo yao mbore nebirengo ebiya ase etugo yao korisia gokei ogosareka kwamasingira erio gokeania omochando bwogoonchoka kwerire.Soma buna oranyare gopima riroba ria na koreng'ang'ania obotobu.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.887; promoted_from=EKEGUSIICORPUS_2297
AGRI_610,Agriculture,Sustainable Farming,Use fertilizers wisely to maximize nutrient uptake by maize and minimize environmental impact. Learn about soil testing and balanced fertilization.,Tumia mbolea kwa busara ili kuongeza uchukuaji wa virutubisho na mahindi na kupunguza athari za mazingira. Jifunze kuhusu upimaji wa udongo na mbolea yenye usawa.,Tumia obwoyo buya erio gokeania okonyua obwoyo obonge ase ebituma erio gokeania omochndo  bwogosareka kwamasingira. Soma buna orapime riroba riao goikerania ebirengo ebiya bwobwoyo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.838; promoted_from=EKEGUSIICORPUS_2298
AGRI_611,Agriculture,Agribusiness & Market Access,Various proposals in the World Trade Organization agricultural market access negotiations are explained and their implication to tariff reduction in terms ...,Mapendekezo anuwai katika mazungumzo ya upatikanaji wa soko la kilimo la Shirika la Biashara Ulimwenguni yanaelezewa na athari zao kwa kupunguzwa kwa ushuru kwa masharti ...,Ebirengererio ao ao ime yekeombe giense kioboremi bwoboonchoreria (World Trade Organization) chinkwana igoro yogosoi rigesa echiro yense natebire buya nomochando oreo ase engencho yechibango ao ao chiganeirie gokeigwa igoro ya ...,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.825; promoted_from=EKEGUSIICORPUS_2301
AGRI_612,Agriculture,Livestock,Veterinary department announces livestock vaccination drive across Laikipia and Kajiado.,Idara ya wanyama yatangaza kampeni ya chanjo ya mifugo kote Laikipia na Kajiado.,Ensemo yobobwenia bwetugo yararirie okobeta etugo chisindani aaria Laikipia na Kajiado.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.851; promoted_from=EKEGUSIICORPUS_2302
AGRI_613,Agriculture,Agribusiness & Market Access,will strengthen the protection of farmers from exploitation by brokers through packaging and also provide the infrastructure necessary for market access.,itaimarisha ulinzi wa wakulima dhidi ya unyonyaji na madalali kupitia ufungaji na pia kutoa miundombinu muhimu kwa upatikanaji wa soko.,nekong'ie oborendi bwa abaremi gotariananigwa nabagori bagati goetera ogosiba rigesa riabo buya korosi chipara ase obobogoria nechinyomba chikogacha rigesa riabo buna ayabwenerete gosoa echiro.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.86; promoted_from=EKEGUSIICORPUS_2306
AGRI_614,Agriculture,Livestock,"Women play a crucial role in dairy. Learn about specific programs, resources, and markets targeting women in agriculture.","Wanawake wana jukumu muhimu katika maziwa. Jifunze kuhusu programu mahususi, rasilimali, na masoko yanayolenga wanawake katika kilimo.","Abang'ina mbare nensemo enene ase oboremi bwetugo yamabere. Egera komanya emeroberio ereo, ebiganeirie, amo nechiro erengete abang'ina ase oboremi.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.857; promoted_from=EKEGUSIICORPUS_2307
AGRI_615,Agriculture,Crop Production,"Women play a crucial role in tea. Learn about specific programs, resources, and markets targeting women in agriculture.","Wanawake wana jukumu muhimu katika chai. Jifunze kuhusu programu mahususi, rasilimali, na masoko yanayolenga wanawake katika kilimo.","Abang'ina mbare nensemo enene ase oboremi bwechae. Egera igoro yemeroberio ao ao, ebiganieirie, nechiro erengete abaremi abang'ina.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.884; promoted_from=EKEGUSIICORPUS_2308
AGRI_616,Agriculture,Agribusiness & Market Access,"women play in the agricultural sector, they have unequal access to agricultural assets. ... (2020), Agricultural market access and dietary diversity in Kenya: ...","Wanawake wanacheza katika sekta ya kilimo, wana upatikanaji usio sawa wa mali za kilimo. ... (2020), Upatikanaji wa soko la kilimo na utofauti wa lishe nchini Kenya: ...","abangina ngokora bare ase ensemo yoboremi, mbabwati ogosoa oboremi buna abasacha ase obonda bwoboremi. ... (2020), Gosoa echiro yoboremi na oborgeria ase oboagare aiga Kenya: ...",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.963; promoted_from=EKEGUSIICORPUS_2310
AGRI_617,Agriculture,Livestock,Droughts devastate livestock and livelihoods. The government provides water trucking and livestock feeds. Report severe cases to county disaster committees.,Ukame huharibu mifugo na riziki. Serikali hutoa maji ya lori na malisho ya mifugo. Ripoti kesi kali kwa kamati za maafa za kaunti.,Omogaso omonene nigo ogochanda etugo amo nendagera ase.Eserikari nkorwe ere ogosira ase amache nendagera yetugo boigo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.939; promoted_from=EKEGUSIICORPUS_2313
AGRI_618,Agriculture,Food Security,Drought-affected families can access government relief food. Report hunger cases to the National Drought Management Authority.,Familia zilizoathiriwa na ukame zinaweza kupata chakula cha serikali. Ripoti kesi za njaa kwa Mamlaka ya Kitaifa ya Usimamizi wa Ukame.,Baria banyorirwe nomochando bweguragura enene nabo bakonyora endagera korwa eserikari.Karwe amang'ana igoro yabanto bare nchara gochia eserikari ensemo ya baria batenenerete ogokonya igoro yokorwa obokonyi chingaki chieguragura enene.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=nllb; qa_roundtrip=0.939; promoted_from=EKEGUSIICORPUS_2323
AGRI_619,Agriculture,Livestock,Livestock are critical for livelihoods. Report distressed animals to veterinary officers for feed and medical support.,Mifugo ni muhimu kwa maisha. Ripoti wanyama waliofadhaika kwa maafisa wa mifugo kwa chakula na msaada wa matibabu.,Etugo negento iiengencho ase endangera.Manyia abanyagitari betugo yetugo eria ere ase obokong'u kobwenia nagochirageria amo nobokonyi boganeirie.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.786; promoted_from=EKEGUSIICORPUS_2332
AGRI_620,Agriculture,Food Security,Farmers should adopt drought-resistant crops and water conservation techniques to mitigate climate shocks.,Wakulima wanapaswa kutumia mazao yanayopinga ukame na mbinu za kuhifadhi maji ili kupunguza mshtuko wa hali ya hewa.,Nere buya ase abaremi gosimeka ebimeri bikoremereria omogaso omnene amo nenchera yokogacha na gotumia buya amache na gotanga konyorwa gose gokeania konyorwa nemechando eyio .,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=nllb; qa_roundtrip=0.962; promoted_from=EKEGUSIICORPUS_2349
AGRI_621,Agriculture,Crop Production,Communities should invest in boreholes and rainwater harvesting to ensure water access during droughts.,Jamii zinapaswa kuwekeza katika visima na uvunaji wa maji ya mvua ili kuhakikisha upatikanaji wa maji wakati wa ukame.,Nere buya ebinyoro kobeka chinguri chiabo ase okorema ebisima ebinene bia abanto abange nomoroberion bwogotacha amache erio koba namache aisaine chingaki chieguragura.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.885; promoted_from=EKEGUSIICORPUS_2359
AGRI_622,Agriculture,Agribusiness & Market Access,Women in agriculture face distinct risks. Cooperatives should adopt prevention policies and reporting options.,Wanawake katika kilimo wanakabiliwa na hatari tofauti. Vyama vya ushirika vinapaswa kupitisha sera za kuzuia na chaguzi za kuripoti.,Abakungu bagokora emeremo ase oboremi nigo bare ase okonyorwa nemechando yabeene. Ebiombe bioboremi nere buya bitabe amachiko yogotanga nenchera yokorwa chiripoti.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.959; promoted_from=EKEGUSIICORPUS_2394
AGRI_623,Agriculture,Livestock,"Livestock theft remains a challenge in pastoralist regions. Communities should form watch programs, brand animals, and report suspicious activities.","Wizi wa mifugo bado ni changamoto katika mikoa ya wafugaji. Jumuiya zinapaswa kuunda programu za kutazama, chapa wanyama, na kuripoti shughuli za kutiliwa shaka.","Oboibi bwechiombe nabo botigarete koba omochando aaria chinsemo chiobotugi. Nere buya ebinyoro koba nemeroberio yobomongeri, basambererie chiombe chiabo chinamba, na korwa eripoti igoro yamangana bare nechitangutangu naro.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.917; promoted_from=EKEGUSIICORPUS_2460
AGRI_624,Agriculture,Livestock,Regular vaccination protects livestock from major diseases. Veterinary services offer free campaigns during high-risk seasons and farmers should keep records.,Chanjo ya mara kwa mara hulinda mifugo kutokana na magonjwa makubwa. Huduma za mifugo hutoa kampeni za bure wakati wa misimu ya hatari na wakulima wanapaswa kuweka rekodi.,Ogochancha etugo ase chingaki chionsi nigo egotanga amarwaire yetugo korwa amanene. Abanyagitari betugo nkoba bare negeseto chingaki endwari yetugo egwateks na mbuya abaremi koba nomobaro bwetugo yabo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.903; promoted_from=EKEGUSIICORPUS_2461
AGRI_625,Agriculture,Sustainable Farming,"Water scarcity during droughts causes losses. Farmers should adopt water harvesting methods such as dams, pans, and subsurface storage.","Uhaba wa maji wakati wa ukame husababisha hasara. Wakulima wanapaswa kutumia mbinu za kuvuna maji kama vile mabwawa, sufuria, na uhifadhi wa chini ya ardhi.","Ogokeana kwamache chingaki chieguragura nigo ekorenta asara Nere buya abaremi kwegera gotacha na kogacha amache ase okorema chingoro, kogora ebibuyu ebinene, koagacha chitangi chia'mahe inse yeriraba.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.75; promoted_from=EKEGUSIICORPUS_2462
AGRI_626,Agriculture,Livestock,The Kenya Livestock Identification and Traceability System assigns herd numbers and ear tags to support theft prevention and disease control.,Shirika la Kenya Livestock Identication and Tacecy System hugawa nambari za kundi na vitambulisho vya masikio ili kuunga mkono kuzuia wizi na kudhibiti maradhi.,"Omoreoberio o'Kenya komanya etugo, na komanya ase yarwete ngosambereria ore chiombe chinamba gose gochikera chinamba ase amato buna enchera yogotanga oboibi.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=opus; qa_roundtrip=0.929; promoted_from=EKEGUSIICORPUS_2464
AGRI_627,Agriculture,Crop Production,Wildlife predation causes losses. Farmers should construct predator-proof enclosures and use guard animals. Compensation is available for verified cases.,Uwindaji wa wanyamapori husababisha hasara. Wakulima wanapaswa kujenga viunga visivyo na wanyama wanaowinda wanyama na kutumia wanyama walinzi. Fidia inapatikana kwa kesi zilizothibitishwa.,Ogoitwa gwetugo nechingiti chiorosana buna endagera yabo nigo gokoreta asara ase omoremi. Nere buya abaremi koagacha gose kogitera etugo yabo buya gotanga chingiti chiorosana goikera etugo yabo na koyeita bua endagera yabo. Ogoakanwa ase baria etugo yabo yaitetwe nechingiti chiorosana nereo ase baria bagitere etugo yabo buya.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.869; promoted_from=EKEGUSIICORPUS_2465
AGRI_628,Agriculture,Livestock,Index-based livestock insurance protects pastoralists from drought losses using satellite data triggers.,Bima ya mifugo inayotegemea faharisi hulinda wafugaji kutokana na upotezaji wa ukame kwa kutumia vichochezi vya data ya satelaiti.,Ensuarence erendete abaremi bobotugi nereo ekero rioka yamanyakinire nga omobaso omonene gose etoigo gose ogwateka kwendwari etare konyarekana ekorenda abatugi gotera ebimoreki bieintenet igoro aa ase rire bokorenga ekerengo omochando ore gokonys chiinsuarence komanya nechibesa irenga bagoakana omoremi.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.931; promoted_from=EKEGUSIICORPUS_2466
AGRI_629,Agriculture,Livestock,Unauthorized livestock movement spreads disease. Farmers should demand permits and follow quarantine notices.,Harakati za mifugo zisizoidhinishwa hueneza magonjwa. Wakulima wanapaswa kudai vibali na kufuata arifa za karantini.,Okoererania gwetugo gotancheirie nigo kogotaria amarwaire. Nere buya abaremi basabe rirube rikobanchera goetia etugo korwa aa gochia aari na kobwatia amachiko ogochancha chitugo chiabo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.916; promoted_from=EKEGUSIICORPUS_2467
AGRI_630,Agriculture,Livestock,Certain plants poison livestock. Farmers should remove toxic plants and provide alternative fodder during drought. Veterinary analysis supports diagnosis.,Mimea fulani hutia sumu mifugo. Wakulima wanapaswa kuondoa mimea yenye sumu na kutoa lishe mbadala wakati wa ukame. Uchambuzi wa mifugo unasaidia utambuzi.,Ekero etugo yarire emete gete nigo ekoba esumu mebere yabo. Nere buya abaremi batogore emete buna eyio yonsi na koa chitugo chiabo obonyansi obuya chinaki chiguragura. Ogopima etugo yao nomonyagitari bwetugo nabio bikoenekia ayio.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.924; promoted_from=EKEGUSIICORPUS_2469
AGRI_631,Agriculture,Livestock,"Criminals target livestock markets. Trade only in official markets, verify identities, and keep transaction records.","Wahalifu hulenga masoko ya mifugo. Fanya biashara katika masoko rasmi pekee, thibitisha utambulisho, na uweke rekodi za miamala.","Ebibago nigo birengete echiro yetugo. Kora ebiasara nechichiro chiria chiancheire neserikari, rora nga etugo eyio nemanyekanete buya nomoneyene obo, na gacha amariko buna okogora etugona koyeonia.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.906; promoted_from=EKEGUSIICORPUS_2470
AGRI_632,Agriculture,Livestock,"Ticks spread deadly diseases. Regular dipping, chemical rotation, and daily inspections protect livestock.","Kupe hueneza magonjwa hatari. Kuzamisha mara kwa mara, mzunguko wa kemikali, na ukaguzi wa kila siku hulinda mifugo.","Amagecha nigo agotambokeri amairwaire amabe ase etugo. Koira etugo chidipu, gochenchia amariogo ase edipu, gose goyesibia ase okoyesiarera eriogo riogoita amagecha nepambu, na korigereria kera rituko nga etugo yao tebwati amagecha.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=1.0; promoted_from=EKEGUSIICORPUS_2471
AGRI_633,Agriculture,Livestock,Early reporting prevents outbreaks. Contact veterinary officers or the Toll-Free Animal Disease Hotline 0800721313.,Kuripoti mapema huzuia milipuko. Wasiliana na maafisa wa mifugo au Nambari ya Simu ya Bure ya Magonjwa ya Wanyama 0800721313.,Korwa eripoti bwango igoro yamarwaire gochia ase abanyagitari nigo egotanga oborwaire kwambokerana/koranda. Manyia omonyagitari bwetugo rangeria esimi eye yamorero 0800721313 otari goakana kende.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.912; promoted_from=EKEGUSIICORPUS_2474
AGRI_634,Agriculture,Livestock,"Internal parasites reduce productivity. Deworm regularly, rotate grazing, and test fecal samples.","Vimelea vya ndani hupunguza tija. Punguza minyoo mara kwa mara, zungusha malisho, na ujaribu sampuli za kinyesi.","Ebianda nigo bikei amabere. Kae etugo yao eriogo riebianda, onchoreria ase okorisia etugo yao korwa aa gochia aaria, na pima esike yetugo yao komanya gose nere nebianda.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.778; promoted_from=EKEGUSIICORPUS_2477
AGRI_635,Agriculture,Livestock,Misuse of veterinary drugs creates resistance. Buy from licensed sources and follow prescriptions.,Matumizi mabaya ya dawa za mifugo huleta upinzani. Nunua kutoka kwa vyanzo vilivyoidhinishwa na ufuate maagizo.,Koa etugo amriogo otabirie nabanyagitari betugo nigo egosaria obonyamasi bwetugo gose amariogo atari gokora egasi buya ase etugo. Gora amariogo korwa amonyagitari omoronge eriogo ribwate amalezo buya.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.821; promoted_from=EKEGUSIICORPUS_2479
AGRI_636,Agriculture,Livestock,Community policing reduces livestock theft. Share intelligence and support police investigations.,Polisi wa jamii hupunguza wizi wa mifugo. Shiriki ujasusi na usaidie uchunguzi wa polisi.,Oborendi bwebinyoro nogo bogokeania oboibi bwetugo. Karwe amanagana obotuki na bwatisia porisi kobeka oborendi.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=1.0; promoted_from=EKEGUSIICORPUS_2484
AGRI_637,Agriculture,Livestock,Large birds prey on young livestock. Use scare devices and provide sheltered pens.,"Ndege wakubwa huwinda wanyama wadogo, hutumia vifaa vya kuogopesha, na hutoa viota vya kuogopesha.",Ebibaki na makotu nigo akira ebichichu buna endagera yabo. Gitera etugoyao buya na rosia ebinto binga buna omonto obogoretie enyimbo gochia igoro na koyeka aroro kogosa ebinto ebio bitgete koira etugo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=nllb; qa_roundtrip=0.72; promoted_from=EKEGUSIICORPUS_2490
AGRI_638,Agriculture,Livestock,Dry season fires threaten grazing areas. Create firebreaks and report arson incidents.,Moto wa msimu wa kiangazi unatishia maeneo ya malisho. Unda vizuizi vya moto na uripoti matukio ya uchomaji moto.,"Omorero chingaki chieguragura nigo okorenta obokongu ase oborisia bwetugo. Onye omogondo bwendagera gose rinani ore omonene, yobarore gati gati na koyatiga atri namete gose obonyansi gotanga omorere gotamboka gochia asande na manyia abarai onye nomonto bwogetie obomorero eyio makusudi.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.877; promoted_from=EKEGUSIICORPUS_2495
AGRI_639,Agriculture,Livestock,Lightning kills grazing animals. Install lightning rods and avoid tying animals to isolated trees.,Umeme huua wanyama wanaomalisha. Sakinisha vijiti vya umeme na uepuke kuwafunga wanyama kwenye miti iliyotengwa.,Enkoba nigo egoita etugo ere getii korisia. Beka ebinto biria bikobwata enkoba na tiga gosiba etugo ase omote ore oymo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.901; promoted_from=EKEGUSIICORPUS_2498
AGRI_640,Agriculture,Crop Production,"We advise Kenyans not to share photos of their ID, NHIF or voters card on Facebook job groups. These details are being harvested for fraud","Tunawashauri Wakenya wasishiriki picha za vitambulisho vyao, NHIF au kadi ya wapiga kura kwenye vikundi vya kazi vya Facebook. Maelezo haya yanavunwa kwa ulaghai","Nigo togosemia abanto ba Kenya tibasanga chipicha chibibande chiabana babo, chiria chia nyagitari (NHIF ) gose chikadi chiogoaka chikura ase okorigia emeremo goetera Facebook. Amangana aya yabana bao nigo agotumika gokora obosaria.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.781; promoted_from=EKEGUSIICORPUS_2538
AGRI_641,Agriculture,Agribusiness & Market Access,"""The Ministry of Agriculture has disowned individuals collecting registration fees for 'subsidized fertilisers. All legitimate lists are displayed at ward offices.""","""Wizara ya Kilimo imewakataa watu binafsi wanaokusanya ada ya usajili kwa 'mbolea za ruzuku. Orodha zote halali zinaonyeshwa katika ofisi za kata.""","""Eminisitiri yoboremi yangire abanto abanto bagosangereria chibesa chiokwerika ase okonyora obwoyo bweserikari. Amariko akworokia emeroberio eyio nkonantigwa are ase kera Ewodi Yomokansera oino.""",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.905; promoted_from=EKEGUSIICORPUS_2544
AGRI_642,Agriculture,Sustainable Farming,"If you have farms, clearly label fertilizers and pesticides.","Ikiwa una mashamba, weka wazi mbolea na dawa za wadudu.","Onye kobwate omogondo bwoboremi, orokereria buya obwoyo mborobi, n amariogo boigo.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.867; promoted_from=EKEGUSIICORPUS_2649
AGRI_643,Agriculture,Livestock,Security operations intensified in Kitale and North Rift to combat cattle rustling with specialized units deployed.,Operesheni za usalama ziliongezeka huko Kitale na North Rift ili kupambana na wizi wa ng'ombe na vitengo maalum vilivyopelekwa.,Emeroberio yoborendi aaria Kitale na North Rift bangangane gokora aboibi bwechiombe ase okobwaterana nebitengo bieserikari bia beene biatomirwe aroro.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Security; qa_tool=azure; qa_roundtrip=0.707; promoted_from=EKEGUSIICORPUS_2842
