Column1,Column2,Column3
HEA_01268,Health,Public notice: Kenya Medical Association will host a free proper sanitation outreach in Turkana County this May.
HEA_01269,Health,Ministry of Health advises residents of Kisii County to attend the free community health screening to prevent the spread of preventable illness.
HEA_01270,Health,Public notice: Ministry of Health will host a free hypertension awareness outreach in Siaya County this August.
HEA_01271,Health,Ministry of Health advises residents of Homa Bay County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01272,Health,Public notice: Ministry of Health - Reproductive Health Unit will host a free hypertension awareness outreach in Taita-Taveta County this March.
HEA_01273,Health,Kenya Red Cross launches a March awareness campaign on hypertension awareness across Makueni County.
HEA_01274,Health,Public notice: Kenya Red Cross will host a free tobacco control outreach in Makueni County this January.
HEA_01275,Health,KEMSA launches a December awareness campaign on safe water storage across Vihiga County.
HEA_01276,Health,Division of Disease Surveillance and Response reminds the public in Meru County about the importance of food safety for household wellbeing.
HEA_01277,Health,Ministry of Health - Reproductive Health Unit advises residents of Meru County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01278,Health,Public notice: SHA (Social Health Authority) will host a free food safety outreach in Marsabit County this October.
HEA_01279,Health,Ministry of Health - Reproductive Health Unit advises residents of Uasin Gishu County to boil drinking water before use to prevent the spread of preventable illness.
HEA_01280,Health,KEMSA reminds the public in Embu County about the importance of tobacco control for household wellbeing.
HEA_01281,Health,Public notice: Ministry of Health will host a free food safety outreach in Kisumu County this May.
HEA_01282,Health,Ministry of Health launches an August awareness campaign on diabetes screening across Isiolo County.
HEA_01283,Health,Kenya Red Cross reminds the public in Laikipia County about the importance of food safety for household wellbeing.
HEA_01284,Health,Kenya Medical Association advises residents of Migori County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01285,Health,Kenya Red Cross reminds the public in Marsabit County about the importance of food safety for household wellbeing.
HEA_01286,Health,Ministry of Health reminds the public in Nyeri County about the importance of diabetes screening for household wellbeing.
HEA_01287,Health,Public notice: CDC will host a free hand hygiene outreach in Migori County this January.
HEA_01288,Health,Public notice: Kenya Medical Association will host a free food safety outreach in Busia County this November.
HEA_01289,Health,Public notice: Division of Disease Surveillance and Response will host a free food safety outreach in Nyandarua County this May.
HEA_01290,Health,Kenya Red Cross launches an October awareness campaign on diabetes screening across Kisumu County.
HEA_01291,Health,KEMRI reminds the public in Nairobi County about the importance of hypertension awareness for household wellbeing.
HEA_01292,Health,CDC advises residents of Kiambu County to boil drinking water before use to prevent the spread of preventable illness.
HEA_01293,Health,Public notice: CDC will host a free hand hygiene outreach in Mombasa County this November.
HEA_01294,Health,Ministry of Health launches a February awareness campaign on hypertension awareness across Uasin Gishu County.
HEA_01295,Health,Ministry of Health - Reproductive Health Unit launches an April awareness campaign on tobacco control across Turkana County.
HEA_01296,Health,Public notice: Kenya Red Cross will host a free hand hygiene outreach in Tharaka-Nithi County this January.
HEA_01297,Health,Ministry of Health launches a November awareness campaign on food safety across Bungoma County.
HEA_01298,Health,SHA (Social Health Authority) advises residents of Nyamira County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01299,Health,Kenya Medical Association advises residents of Homa Bay County to boil drinking water before use to prevent the spread of preventable illness.
HEA_01300,Health,KEMSA launches a May awareness campaign on diabetes screening across Makueni County.
HEA_01301,Health,Ministry of Health - Reproductive Health Unit launches a July awareness campaign on tobacco control across Nyandarua County.
HEA_01302,Health,Public notice: Kenya Red Cross will host a free proper sanitation outreach in Isiolo County this February.
HEA_01303,Health,Kenya Medical Association launches a June awareness campaign on hand hygiene across Samburu County.
HEA_01304,Health,Public notice: Kenya Red Cross will host a free hand hygiene outreach in Meru County this August.
HEA_01305,Health,KEMRI reminds the public in Busia County about the importance of safe water storage for household wellbeing.
HEA_01306,Health,SHA (Social Health Authority) reminds the public in Marsabit County about the importance of food safety for household wellbeing.
HEA_01307,Health,KEMRI reminds the public in Busia County about the importance of hand hygiene for household wellbeing.
HEA_01308,Health,Kenya Red Cross reminds the public in Garissa County about the importance of hand hygiene for household wellbeing.
HEA_01309,Health,Kenya Red Cross launches a January awareness campaign on diabetes screening across Nandi County.
HEA_01310,Health,Ministry of Health advises residents of Kilifi County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01311,Health,Public notice: KEMSA will host a free diabetes screening outreach in Kisii County this June.
HEA_01312,Health,CDC launches an August awareness campaign on diabetes screening across Nyamira County.
HEA_01313,Health,Kenya Medical Association reminds the public in Nairobi County about the importance of hypertension awareness for household wellbeing.
HEA_01314,Health,Ministry of Health advises residents of Samburu County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01315,Health,CDC launches a June awareness campaign on tobacco control across Turkana County.
HEA_01316,Health,Public notice: Kenya Medical Association will host a free tobacco control outreach in Tana River County this November.
HEA_01317,Health,Division of Disease Surveillance and Response launches a June awareness campaign on hand hygiene across Kericho County.
HEA_01318,Health,Kenya Red Cross reminds the public in Kisumu County about the importance of safe water storage for household wellbeing.
HEA_01319,Health,Kenya Medical Association launches an April awareness campaign on proper sanitation across Homa Bay County.
HEA_01320,Health,SHA (Social Health Authority) reminds the public in Siaya County about the importance of proper sanitation for household wellbeing.
HEA_01321,Health,SHA (Social Health Authority) reminds the public in Siaya County about the importance of tobacco control for household wellbeing.
HEA_01322,Health,KEMSA advises residents of Kilifi County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01323,Health,CDC reminds the public in Nandi County about the importance of hand hygiene for household wellbeing.
HEA_01324,Health,Public notice: Ministry of Health will host a free hand hygiene outreach in Kiambu County this December.
HEA_01325,Health,SHA (Social Health Authority) reminds the public in Embu County about the importance of tobacco control for household wellbeing.
HEA_01326,Health,CDC reminds the public in Marsabit County about the importance of hypertension awareness for household wellbeing.
HEA_01327,Health,SHA (Social Health Authority) advises residents of Kilifi County to boil drinking water before use to prevent the spread of preventable illness.
HEA_01328,Health,Ministry of Health reminds the public in Laikipia County about the importance of hand hygiene for household wellbeing.
HEA_01329,Health,Public notice: SHA (Social Health Authority) will host a free safe water storage outreach in Baringo County this October.
HEA_01330,Health,SHA (Social Health Authority) launches an August awareness campaign on hypertension awareness across Wajir County.
HEA_01331,Health,SHA (Social Health Authority) advises residents of Tharaka-Nithi County to attend the free community health screening to prevent the spread of preventable illness.
HEA_01332,Health,Division of Disease Surveillance and Response reminds the public in Wajir County about the importance of hypertension awareness for household wellbeing.
HEA_01333,Health,Division of Disease Surveillance and Response advises residents of Embu County to boil drinking water before use to prevent the spread of preventable illness.
HEA_01334,Health,Public notice: SHA (Social Health Authority) will host a free safe water storage outreach in Wajir County this May.
HEA_01335,Health,KEMSA reminds the public in Kisii County about the importance of hypertension awareness for household wellbeing.
HEA_01336,Health,Ministry of Health - Reproductive Health Unit advises residents of Machakos County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01337,Health,SHA (Social Health Authority) advises residents of Siaya County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01338,Health,Ministry of Health advises residents of Nakuru County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01339,Health,KEMSA launches a December awareness campaign on tobacco control across Taita-Taveta County.
HEA_01340,Health,Public notice: Kenya Medical Association will host a free tobacco control outreach in Kisii County this August.
HEA_01341,Health,KEMRI advises residents of Marsabit County to attend the free community health screening to prevent the spread of preventable illness.
HEA_01342,Health,Kenya Medical Association reminds the public in Machakos County about the importance of hypertension awareness for household wellbeing.
HEA_01343,Health,KEMSA launches an August awareness campaign on hypertension awareness across Nyamira County.
HEA_01344,Health,Kenya Red Cross launches a July awareness campaign on hand hygiene across Turkana County.
HEA_01345,Health,KEMRI advises residents of Wajir County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01346,Health,Public notice: CDC will host a free diabetes screening outreach in Narok County this April.
HEA_01347,Health,Kenya Red Cross advises residents of Tana River County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01348,Health,Ministry of Health - Reproductive Health Unit advises residents of Nakuru County to boil drinking water before use to prevent the spread of preventable illness.
HEA_01349,Health,Ministry of Health launches a June awareness campaign on proper sanitation across Kisumu County.
HEA_01350,Health,Kenya Medical Association advises residents of Makueni County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01351,Health,SHA (Social Health Authority) launches a September awareness campaign on safe water storage across Tana River County.
HEA_01352,Health,KEMRI launches an August awareness campaign on hypertension awareness across Nairobi County.
HEA_01353,Health,Public notice: Kenya Medical Association will host a free tobacco control outreach in Tharaka-Nithi County this December.
HEA_01354,Health,Public notice: KEMRI will host a free safe water storage outreach in Wajir County this June.
HEA_01355,Health,KEMRI launches an April awareness campaign on diabetes screening across Uasin Gishu County.
HEA_01356,Health,SHA (Social Health Authority) advises residents of Laikipia County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01357,Health,Kenya Medical Association launches an April awareness campaign on hypertension awareness across Marsabit County.
HEA_01358,Health,KEMSA reminds the public in Samburu County about the importance of safe water storage for household wellbeing.
HEA_01359,Health,KEMRI reminds the public in Siaya County about the importance of proper sanitation for household wellbeing.
HEA_01360,Health,Division of Disease Surveillance and Response advises residents of Mandera County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01361,Health,Public notice: KEMSA will host a free diabetes screening outreach in Wajir County this August.
HEA_01362,Health,KEMSA reminds the public in Kiambu County about the importance of proper sanitation for household wellbeing.
HEA_01363,Health,KEMSA advises residents of Kakamega County to boil drinking water before use to prevent the spread of preventable illness.
HEA_01364,Health,Kenya Medical Association launches an August awareness campaign on food safety across Kajiado County.
HEA_01365,Health,Ministry of Health - Reproductive Health Unit advises residents of Baringo County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01366,Health,KEMRI reminds the public in Machakos County about the importance of diabetes screening for household wellbeing.
HEA_01367,Health,KEMSA advises residents of Kakamega County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01368,Health,Ministry of Health launches a December awareness campaign on food safety across Laikipia County.
HEA_01369,Health,Kenya Medical Association launches a July awareness campaign on diabetes screening across Kajiado County.
HEA_01370,Health,Ministry of Health - Reproductive Health Unit launches an April awareness campaign on hand hygiene across Nakuru County.
HEA_01371,Health,Kenya Medical Association launches a March awareness campaign on proper sanitation across Embu County.
HEA_01372,Health,Public notice: KEMRI will host a free hand hygiene outreach in Kisumu County this February.
HEA_01373,Health,Kenya Red Cross reminds the public in Isiolo County about the importance of diabetes screening for household wellbeing.
HEA_01374,Health,Ministry of Health - Reproductive Health Unit launches a March awareness campaign on food safety across Baringo County.
HEA_01375,Health,KEMSA reminds the public in West Pokot County about the importance of diabetes screening for household wellbeing.
HEA_01376,Health,SHA (Social Health Authority) launches a December awareness campaign on proper sanitation across Samburu County.
HEA_01377,Health,Kenya Red Cross launches a May awareness campaign on tobacco control across Elgeyo-Marakwet County.
HEA_01378,Health,SHA (Social Health Authority) advises residents of Busia County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01379,Health,Public notice: Ministry of Health will host a free proper sanitation outreach in Wajir County this July.
HEA_01380,Health,Ministry of Health reminds the public in West Pokot County about the importance of safe water storage for household wellbeing.
HEA_01381,Health,CDC launches an April awareness campaign on safe water storage across Nyamira County.
HEA_01382,Health,Public notice: KEMRI will host a free tobacco control outreach in Kericho County this February.
HEA_01383,Health,KEMRI reminds the public in Kitui County about the importance of proper sanitation for household wellbeing.
HEA_01384,Health,Public notice: CDC will host a free proper sanitation outreach in Migori County this July.
HEA_01385,Health,SHA (Social Health Authority) launches a June awareness campaign on diabetes screening across West Pokot County.
HEA_01386,Health,CDC reminds the public in Kajiado County about the importance of diabetes screening for household wellbeing.
HEA_01387,Health,Public notice: Ministry of Health - Reproductive Health Unit will host a free food safety outreach in Busia County this June.
HEA_01388,Health,KEMRI launches a February awareness campaign on hand hygiene across Baringo County.
HEA_01389,Health,KEMSA reminds the public in Nyeri County about the importance of hand hygiene for household wellbeing.
HEA_01390,Health,Kenya Red Cross advises residents of Wajir County to boil drinking water before use to prevent the spread of preventable illness.
HEA_01391,Health,Kenya Red Cross launches a November awareness campaign on hypertension awareness across Uasin Gishu County.
HEA_01392,Health,Ministry of Health - Reproductive Health Unit advises residents of Turkana County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01393,Health,Kenya Red Cross launches a February awareness campaign on hand hygiene across Tharaka-Nithi County.
HEA_01394,Health,CDC advises residents of Kisumu County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01395,Health,Public notice: Division of Disease Surveillance and Response will host a free tobacco control outreach in Nakuru County this October.
HEA_01396,Health,Ministry of Health - Reproductive Health Unit reminds the public in Kirinyaga County about the importance of safe water storage for household wellbeing.
HEA_01397,Health,Public notice: KEMSA will host a free diabetes screening outreach in Makueni County this April.
HEA_01398,Health,Public notice: Kenya Red Cross will host a free proper sanitation outreach in Tana River County this March.
HEA_01399,Health,Public notice: Ministry of Health - Reproductive Health Unit will host a free safe water storage outreach in Isiolo County this October.
HEA_01400,Health,Public notice: KEMSA will host a free tobacco control outreach in Meru County this December.
HEA_01401,Health,KEMSA advises residents of Machakos County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01402,Health,Public notice: KEMSA will host a free proper sanitation outreach in Nandi County this May.
HEA_01403,Health,KEMRI advises residents of Bomet County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01404,Health,Public notice: Division of Disease Surveillance and Response will host a free diabetes screening outreach in Marsabit County this June.
HEA_01405,Health,CDC advises residents of Kirinyaga County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01406,Health,Ministry of Health - Reproductive Health Unit reminds the public in Marsabit County about the importance of proper sanitation for household wellbeing.
HEA_01407,Health,Ministry of Health advises residents of Kericho County to attend the free community health screening to prevent the spread of preventable illness.
HEA_01408,Health,Public notice: Ministry of Health - Reproductive Health Unit will host a free tobacco control outreach in Nyeri County this October.
HEA_01409,Health,Ministry of Health - Reproductive Health Unit advises residents of Kiambu County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01410,Health,Ministry of Health reminds the public in Mandera County about the importance of hypertension awareness for household wellbeing.
HEA_01411,Health,Kenya Red Cross launches a July awareness campaign on hypertension awareness across Kwale County.
HEA_01412,Health,Ministry of Health - Reproductive Health Unit advises residents of Turkana County to attend the free community health screening to prevent the spread of preventable illness.
HEA_01413,Health,KEMRI launches a September awareness campaign on safe water storage across Vihiga County.
HEA_01414,Health,Public notice: KEMRI will host a free hypertension awareness outreach in Kwale County this February.
HEA_01415,Health,SHA (Social Health Authority) reminds the public in Narok County about the importance of safe water storage for household wellbeing.
HEA_01416,Health,Division of Disease Surveillance and Response reminds the public in Bungoma County about the importance of hypertension awareness for household wellbeing.
HEA_01417,Health,Division of Disease Surveillance and Response launches a March awareness campaign on tobacco control across Trans Nzoia County.
HEA_01418,Health,Division of Disease Surveillance and Response reminds the public in Samburu County about the importance of hand hygiene for household wellbeing.
HEA_01419,Health,Public notice: Division of Disease Surveillance and Response will host a free diabetes screening outreach in Turkana County this May.
HEA_01420,Health,KEMRI launches an August awareness campaign on tobacco control across Nairobi County.
HEA_01421,Health,Ministry of Health - Reproductive Health Unit reminds the public in Nyeri County about the importance of food safety for household wellbeing.
HEA_01422,Health,Kenya Medical Association reminds the public in Mandera County about the importance of hypertension awareness for household wellbeing.
HEA_01423,Health,KEMSA launches a May awareness campaign on diabetes screening across Embu County.
HEA_01424,Health,Public notice: SHA (Social Health Authority) will host a free hand hygiene outreach in Vihiga County this July.
HEA_01425,Health,Kenya Medical Association launches a May awareness campaign on diabetes screening across Siaya County.
HEA_01426,Health,CDC advises residents of Baringo County to boil drinking water before use to prevent the spread of preventable illness.
HEA_01427,Health,KEMSA advises residents of Samburu County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01428,Health,Kenya Red Cross launches a May awareness campaign on diabetes screening across Vihiga County.
HEA_01429,Health,KEMRI reminds the public in Kwale County about the importance of safe water storage for household wellbeing.
HEA_01430,Health,Public notice: Kenya Red Cross will host a free diabetes screening outreach in Siaya County this November.
HEA_01431,Health,Kenya Red Cross launches a March awareness campaign on diabetes screening across Uasin Gishu County.
HEA_01432,Health,Ministry of Health advises residents of Wajir County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01433,Health,Division of Disease Surveillance and Response launches an August awareness campaign on hypertension awareness across Vihiga County.
HEA_01434,Health,Kenya Red Cross reminds the public in Siaya County about the importance of diabetes screening for household wellbeing.
HEA_01435,Health,Division of Disease Surveillance and Response launches a December awareness campaign on hypertension awareness across Narok County.
HEA_01436,Health,Kenya Red Cross launches an October awareness campaign on hand hygiene across Isiolo County.
HEA_01437,Health,Division of Disease Surveillance and Response advises residents of Baringo County to boil drinking water before use to prevent the spread of preventable illness.
HEA_01438,Health,Public notice: KEMSA will host a free proper sanitation outreach in Tana River County this May.
HEA_01439,Health,Division of Disease Surveillance and Response reminds the public in Tana River County about the importance of proper sanitation for household wellbeing.
HEA_01440,Health,CDC launches a November awareness campaign on safe water storage across Tharaka-Nithi County.
HEA_01441,Health,KEMSA launches a June awareness campaign on food safety across Kericho County.
HEA_01442,Health,Public notice: Kenya Red Cross will host a free tobacco control outreach in Nyandarua County this November.
HEA_01443,Health,Public notice: SHA (Social Health Authority) will host a free proper sanitation outreach in Kericho County this October.
HEA_01444,Health,Ministry of Health advises residents of Mandera County to attend the free community health screening to prevent the spread of preventable illness.
HEA_01445,Health,Public notice: Ministry of Health - Reproductive Health Unit will host a free safe water storage outreach in Uasin Gishu County this June.
HEA_01446,Health,KEMRI launches a September awareness campaign on safe water storage across Marsabit County.
HEA_01447,Health,CDC advises residents of Busia County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01448,Health,Ministry of Health - Reproductive Health Unit reminds the public in Lamu County about the importance of food safety for household wellbeing.
HEA_01449,Health,Ministry of Health advises residents of Laikipia County to attend the free community health screening to prevent the spread of preventable illness.
HEA_01450,Health,Public notice: KEMSA will host a free hypertension awareness outreach in Nandi County this October.
HEA_01451,Health,Public notice: KEMSA will host a free hand hygiene outreach in Nyamira County this May.
HEA_01452,Health,KEMRI launches a December awareness campaign on safe water storage across Mandera County.
HEA_01453,Health,Kenya Red Cross advises residents of Mandera County to boil drinking water before use to prevent the spread of preventable illness.
HEA_01454,Health,Kenya Medical Association launches a February awareness campaign on hand hygiene across Kisii County.
HEA_01455,Health,Ministry of Health - Reproductive Health Unit launches a January awareness campaign on safe water storage across Elgeyo-Marakwet County.
HEA_01456,Health,Ministry of Health launches a September awareness campaign on hypertension awareness across Homa Bay County.
HEA_01457,Health,Ministry of Health - Reproductive Health Unit launches a May awareness campaign on hand hygiene across Wajir County.
HEA_01458,Health,Kenya Red Cross launches a January awareness campaign on food safety across Homa Bay County.
HEA_01459,Health,SHA (Social Health Authority) launches an April awareness campaign on hypertension awareness across Bungoma County.
HEA_01460,Health,KEMSA launches an October awareness campaign on proper sanitation across Nyandarua County.
HEA_01461,Health,Public notice: KEMSA will host a free hypertension awareness outreach in Narok County this December.
HEA_01462,Health,CDC advises residents of Kakamega County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01463,Health,CDC launches a December awareness campaign on safe water storage across Embu County.
HEA_01464,Health,Public notice: KEMSA will host a free tobacco control outreach in Kericho County this January.
HEA_01465,Health,KEMRI launches a December awareness campaign on diabetes screening across Narok County.
HEA_01466,Health,Public notice: KEMSA will host a free hand hygiene outreach in Nandi County this November.
HEA_01467,Health,Division of Disease Surveillance and Response advises residents of Samburu County to boil drinking water before use to prevent the spread of preventable illness.
HEA_01468,Health,Kenya Medical Association advises residents of Wajir County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01469,Health,SHA (Social Health Authority) reminds the public in Kajiado County about the importance of diabetes screening for household wellbeing.
HEA_01470,Health,Public notice: Kenya Red Cross will host a free hand hygiene outreach in Bomet County this December.
HEA_01471,Health,Division of Disease Surveillance and Response launches a February awareness campaign on diabetes screening across Nakuru County.
HEA_01472,Health,Public notice: Ministry of Health - Reproductive Health Unit will host a free proper sanitation outreach in Bungoma County this December.
HEA_01473,Health,KEMRI reminds the public in Bomet County about the importance of proper sanitation for household wellbeing.
HEA_01474,Health,KEMRI reminds the public in Lamu County about the importance of tobacco control for household wellbeing.
HEA_01475,Health,Public notice: KEMSA will host a free diabetes screening outreach in Mombasa County this November.
HEA_01476,Health,Kenya Medical Association launches a September awareness campaign on tobacco control across Nandi County.
HEA_01477,Health,SHA (Social Health Authority) launches a July awareness campaign on diabetes screening across Marsabit County.
HEA_01478,Health,KEMSA launches a June awareness campaign on safe water storage across Lamu County.
HEA_01479,Health,Public notice: KEMRI will host a free hand hygiene outreach in Bungoma County this July.
HEA_01480,Health,Kenya Medical Association advises residents of Nairobi County to attend the free community health screening to prevent the spread of preventable illness.
HEA_01481,Health,Public notice: Kenya Medical Association will host a free tobacco control outreach in Turkana County this August.
HEA_01482,Health,Ministry of Health - Reproductive Health Unit reminds the public in Narok County about the importance of safe water storage for household wellbeing.
HEA_01483,Health,SHA (Social Health Authority) reminds the public in Wajir County about the importance of diabetes screening for household wellbeing.
HEA_01484,Health,KEMRI reminds the public in Siaya County about the importance of hand hygiene for household wellbeing.
HEA_01485,Health,Ministry of Health launches an August awareness campaign on tobacco control across Lamu County.
HEA_01486,Health,KEMSA launches an October awareness campaign on tobacco control across Samburu County.
HEA_01487,Health,Public notice: KEMSA will host a free hypertension awareness outreach in Kirinyaga County this October.
HEA_01488,Health,SHA (Social Health Authority) launches a September awareness campaign on food safety across Homa Bay County.
HEA_01489,Health,Ministry of Health - Reproductive Health Unit reminds the public in Tharaka-Nithi County about the importance of tobacco control for household wellbeing.
HEA_01490,Health,Ministry of Health - Reproductive Health Unit reminds the public in Narok County about the importance of hypertension awareness for household wellbeing.
HEA_01491,Health,Public notice: CDC will host a free food safety outreach in Kericho County this January.
HEA_01492,Health,Kenya Medical Association launches a July awareness campaign on diabetes screening across Wajir County.
HEA_01493,Health,Public notice: Kenya Medical Association will host a free hand hygiene outreach in Nandi County this August.
HEA_01494,Health,KEMSA launches a November awareness campaign on food safety across Bomet County.
HEA_01495,Health,Public notice: KEMSA will host a free safe water storage outreach in Nakuru County this July.
HEA_01496,Health,Public notice: Kenya Medical Association will host a free hypertension awareness outreach in Nakuru County this February.
HEA_01497,Health,CDC reminds the public in Migori County about the importance of hypertension awareness for household wellbeing.
HEA_01498,Health,Ministry of Health - Reproductive Health Unit reminds the public in Bomet County about the importance of hypertension awareness for household wellbeing.
HEA_01499,Health,Kenya Medical Association launches an August awareness campaign on hypertension awareness across Makueni County.
HEA_01500,Health,Division of Disease Surveillance and Response reminds the public in Nyeri County about the importance of hand hygiene for household wellbeing.
HEA_01501,Health,Ministry of Health launches a June awareness campaign on proper sanitation across Mandera County.
HEA_01502,Health,Division of Disease Surveillance and Response launches a February awareness campaign on diabetes screening across Samburu County.
HEA_01503,Health,Public notice: Division of Disease Surveillance and Response will host a free hand hygiene outreach in Uasin Gishu County this June.
HEA_01504,Health,KEMRI advises residents of Machakos County to attend the free community health screening to prevent the spread of preventable illness.
HEA_01505,Health,SHA (Social Health Authority) launches a February awareness campaign on proper sanitation across Kirinyaga County.
HEA_01506,Health,Ministry of Health advises residents of Kericho County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01507,Health,Kenya Medical Association reminds the public in Kakamega County about the importance of diabetes screening for household wellbeing.
HEA_01508,Health,Public notice: Ministry of Health will host a free hypertension awareness outreach in Kisii County this August.
HEA_01509,Health,Division of Disease Surveillance and Response launches an October awareness campaign on diabetes screening across Samburu County.
HEA_01510,Health,Public notice: SHA (Social Health Authority) will host a free tobacco control outreach in Nakuru County this February.
HEA_01511,Health,Division of Disease Surveillance and Response advises residents of Nakuru County to attend the free community health screening to prevent the spread of preventable illness.
HEA_01512,Health,Kenya Red Cross advises residents of West Pokot County to boil drinking water before use to prevent the spread of preventable illness.
HEA_01513,Health,SHA (Social Health Authority) reminds the public in Kericho County about the importance of proper sanitation for household wellbeing.
HEA_01514,Health,Public notice: Ministry of Health will host a free diabetes screening outreach in Kirinyaga County this October.
HEA_01515,Health,Public notice: Kenya Red Cross will host a free food safety outreach in Lamu County this October.
HEA_01516,Health,Kenya Medical Association reminds the public in Embu County about the importance of food safety for household wellbeing.
HEA_01517,Health,Kenya Red Cross launches a May awareness campaign on diabetes screening across Narok County.
HEA_01518,Health,Public notice: KEMRI will host a free proper sanitation outreach in Uasin Gishu County this July.
HEA_01519,Health,CDC reminds the public in Meru County about the importance of tobacco control for household wellbeing.
HEA_01520,Health,Ministry of Health - Reproductive Health Unit advises residents of Embu County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01521,Health,Public notice: CDC will host a free hypertension awareness outreach in Busia County this July.
HEA_01522,Health,CDC launches a June awareness campaign on diabetes screening across Tharaka-Nithi County.
HEA_01523,Health,Kenya Medical Association reminds the public in Murang'a County about the importance of tobacco control for household wellbeing.
HEA_01524,Health,Kenya Medical Association advises residents of Nyandarua County to boil drinking water before use to prevent the spread of preventable illness.
HEA_01525,Health,Public notice: KEMRI will host a free hand hygiene outreach in Trans Nzoia County this April.
HEA_01526,Health,KEMRI advises residents of Kwale County to attend the free community health screening to prevent the spread of preventable illness.
HEA_01527,Health,Ministry of Health - Reproductive Health Unit reminds the public in Bomet County about the importance of diabetes screening for household wellbeing.
HEA_01528,Health,KEMRI launches a May awareness campaign on safe water storage across Isiolo County.
HEA_01529,Health,Kenya Red Cross launches a November awareness campaign on hypertension awareness across Nyandarua County.
HEA_01530,Health,Ministry of Health advises residents of Nairobi County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.
HEA_01531,Health,SHA (Social Health Authority) launches an October awareness campaign on proper sanitation across Murang'a County.
HEA_01532,Health,Kenya Medical Association launches a November awareness campaign on tobacco control across West Pokot County.
HEA_01533,Health,Kenya Medical Association launches a March awareness campaign on safe water storage across Nairobi County.
HEA_01534,Health,CDC launches a September awareness campaign on tobacco control across Wajir County.
HEA_01535,Health,Public notice: Ministry of Health - Reproductive Health Unit will host a free hypertension awareness outreach in Taita-Taveta County this April.
HEA_01536,Health,Division of Disease Surveillance and Response launches an October awareness campaign on tobacco control across Kiambu County.
HEA_01537,Health,KEMRI reminds the public in Elgeyo-Marakwet County about the importance of safe water storage for household wellbeing.
HEA_01538,Health,Kenya Red Cross reminds the public in Vihiga County about the importance of diabetes screening for household wellbeing.
HEA_01539,Health,Public notice: SHA (Social Health Authority) will host a free diabetes screening outreach in Murang'a County this September.
HEA_01540,Health,KEMRI reminds the public in Nyandarua County about the importance of proper sanitation for household wellbeing.
HEA_01541,Health,Division of Disease Surveillance and Response reminds the public in Kirinyaga County about the importance of tobacco control for household wellbeing.
HEA_01542,Health,Ministry of Health launches a November awareness campaign on safe water storage across Kisii County.
HEA_01543,Health,Public notice: CDC will host a free tobacco control outreach in Samburu County this May.
HEA_01544,Health,Public notice: SHA (Social Health Authority) will host a free food safety outreach in Kericho County this April.
HEA_01545,Health,Kenya Medical Association reminds the public in Mombasa County about the importance of proper sanitation for household wellbeing.
HEA_01546,Health,Public notice: SHA (Social Health Authority) will host a free safe water storage outreach in Machakos County this May.
HEA_01547,Health,Ministry of Health - Reproductive Health Unit advises residents of Siaya County to reduce salt and sugar intake to prevent the spread of preventable illness.
HEA_01548,Health,Kenya Red Cross launches an August awareness campaign on diabetes screening across Taita-Taveta County.
HEA_01549,Health,Division of Disease Surveillance and Response reminds the public in Nyamira County about the importance of food safety for household wellbeing.
HEA_01550,Health,KEMSA launches a May awareness campaign on hypertension awareness across Kisii County.
HEA_01551,Health,Division of Disease Surveillance and Response launches an October awareness campaign on tobacco control across Uasin Gishu County.
