PSA_ID,Domain,English
EDU_02488,Education,Universities Fund urges parents and teachers in Wajir County to report any safety concerns to the school administration.
EDU_02489,Education,TVET urges parents and teachers in Wajir County to reach out to the child helpline 116.
EDU_02490,Education,Notice: Teachers Service Commission launches a guidance and counselling services programme in schools across Nakuru County.
EDU_02491,Education,KNEC urges parents and teachers in Homa Bay County to reach out to the child helpline 116.
EDU_02492,Education,TVET urges parents and teachers in Bungoma County to reach out to the child helpline 116.
EDU_02493,Education,KNEC urges parents and teachers in Nandi County to report any safety concerns to the school administration.
EDU_02494,Education,Notice: HELB launches a guidance and counselling services programme in schools across Kisumu County.
EDU_02495,Education,State Department for Basic Education calls on the community in Kisumu County to report any safety concerns to the school administration to keep schools safe.
EDU_02496,Education,Notice: HELB launches a child protection in schools programme in schools across Mombasa County.
EDU_02497,Education,Notice: Teachers Service Commission launches a school infrastructure safety programme in schools across Wajir County.
EDU_02498,Education,Teachers Service Commission reminds schools in Kajiado County to strengthen school infrastructure safety this April.
EDU_02499,Education,TVET calls on the community in Meru County to report any safety concerns to the school administration to keep schools safe.
EDU_02500,Education,State Department for Basic Education reminds schools in Baringo County to strengthen inclusion of learners with disabilities this September.
EDU_02501,Education,Notice: State Department for Basic Education launches an anti-bullying measures programme in schools across Tharaka-Nithi County.
EDU_02502,Education,KUCCPS reminds schools in Makueni County to strengthen school infrastructure safety this July.
EDU_02503,Education,IEBC urges parents and teachers in Laikipia County to support inclusive learning environments.
EDU_02504,Education,KUCCPS calls on the community in Kirinyaga County to support inclusive learning environments to keep schools safe.
EDU_02505,Education,KMTC reminds schools in Siaya County to strengthen school infrastructure safety this February.
EDU_02506,Education,Ministry of Education calls on the community in Elgeyo-Marakwet County to support inclusive learning environments to keep schools safe.
EDU_02507,Education,TSC calls on the community in Nairobi County to reach out to the child helpline 116 to keep schools safe.
EDU_02508,Education,HELB calls on the community in Nandi County to support inclusive learning environments to keep schools safe.
EDU_02509,Education,Teachers Service Commission reminds schools in Marsabit County to strengthen guidance and counselling services this February.
EDU_02510,Education,TVET calls on the community in Kisii County to report any safety concerns to the school administration to keep schools safe.
EDU_02511,Education,State Department for Basic Education calls on the community in Mombasa County to report any safety concerns to the school administration to keep schools safe.
EDU_02512,Education,Notice: Kenya Institute of Curriculum Development launches a guidance and counselling services programme in schools across Taita-Taveta County.
EDU_02513,Education,TSC reminds schools in Garissa County to strengthen school infrastructure safety this March.
EDU_02514,Education,KUCCPS reminds schools in Nairobi County to strengthen anti-bullying measures this April.
EDU_02515,Education,Ministry of Education calls on the community in Mombasa County to report any safety concerns to the school administration to keep schools safe.
EDU_02516,Education,Kenya Institute of Curriculum Development urges parents and teachers in Isiolo County to support inclusive learning environments.
EDU_02517,Education,Teachers Service Commission calls on the community in Narok County to support inclusive learning environments to keep schools safe.
EDU_02518,Education,TSC urges parents and teachers in Meru County to support inclusive learning environments.
EDU_02519,Education,TSC calls on the community in Makueni County to support inclusive learning environments to keep schools safe.
EDU_02520,Education,Notice: KUCCPS launches a child protection in schools programme in schools across West Pokot County.
EDU_02521,Education,Teachers Service Commission calls on the community in Samburu County to support inclusive learning environments to keep schools safe.
EDU_02522,Education,Universities Fund calls on the community in Makueni County to report any safety concerns to the school administration to keep schools safe.
EDU_02523,Education,KICD reminds schools in Lamu County to strengthen anti-bullying measures this May.
EDU_02524,Education,Notice: KMTC launches a school infrastructure safety programme in schools across Nyandarua County.
EDU_02525,Education,Ministry of Education calls on the community in Kisumu County to report any safety concerns to the school administration to keep schools safe.
EDU_02526,Education,KUCCPS calls on the community in Machakos County to support inclusive learning environments to keep schools safe.
EDU_02527,Education,TSC calls on the community in Nyamira County to support inclusive learning environments to keep schools safe.
EDU_02528,Education,Notice: KUCCPS launches a school infrastructure safety programme in schools across Kajiado County.
EDU_02529,Education,Notice: Kenya Institute of Curriculum Development launches a child protection in schools programme in schools across Murang'a County.
EDU_02530,Education,HELB calls on the community in Nakuru County to support inclusive learning environments to keep schools safe.
EDU_02531,Education,TVET urges parents and teachers in Kitui County to reach out to the child helpline 116.
EDU_02532,Education,Notice: Kenya Institute of Curriculum Development launches a child protection in schools programme in schools across Laikipia County.
EDU_02533,Education,State Department for TVET urges parents and teachers in Nandi County to report any safety concerns to the school administration.
EDU_02534,Education,KNEC calls on the community in Nairobi County to report any safety concerns to the school administration to keep schools safe.
EDU_02535,Education,State Department for Basic Education reminds schools in Vihiga County to strengthen guidance and counselling services this April.
EDU_02536,Education,Notice: IEBC launches an anti-bullying measures programme in schools across Migori County.
EDU_02537,Education,Notice: Ministry of Education launches a guidance and counselling services programme in schools across Nyandarua County.
EDU_02538,Education,HELB reminds schools in Kiambu County to strengthen anti-bullying measures this July.
EDU_02539,Education,Universities Fund urges parents and teachers in Turkana County to support inclusive learning environments.
EDU_02540,Education,TVET calls on the community in Siaya County to reach out to the child helpline 116 to keep schools safe.
EDU_02541,Education,KMTC reminds schools in Busia County to strengthen inclusion of learners with disabilities this July.
EDU_02542,Education,Notice: KNEC launches a child protection in schools programme in schools across Migori County.
EDU_02543,Education,Kenya Institute of Curriculum Development reminds schools in Murang'a County to strengthen inclusion of learners with disabilities this February.
EDU_02544,Education,Ministry of Education reminds schools in Taita-Taveta County to strengthen school infrastructure safety this September.
EDU_02545,Education,State Department for TVET urges parents and teachers in Isiolo County to report any safety concerns to the school administration.
EDU_02546,Education,KNEC calls on the community in Kisumu County to report any safety concerns to the school administration to keep schools safe.
EDU_02547,Education,Teachers Service Commission reminds schools in Mandera County to strengthen school infrastructure safety this May.
EDU_02548,Education,Notice: Ministry of Education launches a guidance and counselling services programme in schools across Narok County.
EDU_02549,Education,State Department for Basic Education urges parents and teachers in Trans Nzoia County to report any safety concerns to the school administration.
EDU_02550,Education,Notice: KUCCPS launches an inclusion of learners with disabilities programme in schools across Nyandarua County.
EDU_02551,Education,Teachers Service Commission calls on the community in Baringo County to support inclusive learning environments to keep schools safe.
EDU_02552,Education,Notice: Ministry of Education launches a child protection in schools programme in schools across Nandi County.
EDU_02553,Education,Notice: Teachers Service Commission launches an inclusion of learners with disabilities programme in schools across Murang'a County.
EDU_02554,Education,KMTC calls on the community in Makueni County to support inclusive learning environments to keep schools safe.
EDU_02555,Education,Notice: IEBC launches an anti-bullying measures programme in schools across Marsabit County.
EDU_02556,Education,KUCCPS urges parents and teachers in Kiambu County to support inclusive learning environments.
EDU_02557,Education,Notice: State Department for TVET launches an anti-bullying measures programme in schools across Baringo County.
EDU_02558,Education,KICD reminds schools in Nakuru County to strengthen inclusion of learners with disabilities this June.
EDU_02559,Education,KMTC urges parents and teachers in Laikipia County to support inclusive learning environments.
EDU_02560,Education,TVET urges parents and teachers in Nyandarua County to support inclusive learning environments.
EDU_02561,Education,State Department for Basic Education calls on the community in Isiolo County to support inclusive learning environments to keep schools safe.
EDU_02562,Education,Kenya Institute of Curriculum Development calls on the community in Makueni County to support inclusive learning environments to keep schools safe.
EDU_02563,Education,KUCCPS reminds schools in Tana River County to strengthen guidance and counselling services this April.
EDU_02564,Education,Notice: KNEC launches an anti-bullying measures programme in schools across Kilifi County.
EDU_02565,Education,Universities Fund reminds schools in Makueni County to strengthen school infrastructure safety this February.
EDU_02566,Education,KUCCPS reminds schools in Nyeri County to strengthen child protection in schools this March.
EDU_02567,Education,Notice: Kenya Institute of Curriculum Development launches a guidance and counselling services programme in schools across Murang'a County.
EDU_02568,Education,Notice: TSC launches a guidance and counselling services programme in schools across Nyamira County.
EDU_02569,Education,State Department for TVET calls on the community in Nyamira County to reach out to the child helpline 116 to keep schools safe.
EDU_02570,Education,TVET urges parents and teachers in Nyeri County to report any safety concerns to the school administration.
EDU_02571,Education,Notice: KUCCPS launches an inclusion of learners with disabilities programme in schools across Nairobi County.
EDU_02572,Education,KNEC reminds schools in Tana River County to strengthen school infrastructure safety this September.
EDU_02573,Education,Ministry of Education urges parents and teachers in Trans Nzoia County to report any safety concerns to the school administration.
EDU_02574,Education,Notice: State Department for TVET launches a guidance and counselling services programme in schools across Lamu County.
EDU_02575,Education,Universities Fund calls on the community in Nakuru County to reach out to the child helpline 116 to keep schools safe.
EDU_02576,Education,Universities Fund urges parents and teachers in Meru County to reach out to the child helpline 116.
EDU_02577,Education,Notice: TVET launches an inclusion of learners with disabilities programme in schools across Tharaka-Nithi County.
EDU_02578,Education,KNEC reminds schools in Garissa County to strengthen guidance and counselling services this December.
EDU_02579,Education,Kenya Institute of Curriculum Development reminds schools in Taita-Taveta County to strengthen anti-bullying measures this July.
EDU_02580,Education,HELB urges parents and teachers in Migori County to report any safety concerns to the school administration.
EDU_02581,Education,Notice: KNEC launches a guidance and counselling services programme in schools across Nyeri County.
EDU_02582,Education,Notice: HELB launches a child protection in schools programme in schools across Uasin Gishu County.
EDU_02583,Education,KICD reminds schools in Meru County to strengthen anti-bullying measures this November.
EDU_02584,Education,TSC urges parents and teachers in Kitui County to support inclusive learning environments.
EDU_02585,Education,IEBC reminds schools in Isiolo County to strengthen anti-bullying measures this November.
EDU_02586,Education,TVET reminds schools in Machakos County to strengthen child protection in schools this July.
EDU_02587,Education,Kenya Institute of Curriculum Development calls on the community in Baringo County to reach out to the child helpline 116 to keep schools safe.
EDU_02588,Education,KMTC urges parents and teachers in Uasin Gishu County to reach out to the child helpline 116.
EDU_02589,Education,KNEC calls on the community in Turkana County to reach out to the child helpline 116 to keep schools safe.
EDU_02590,Education,Notice: TVET launches a school infrastructure safety programme in schools across Tana River County.
EDU_02591,Education,TVET reminds schools in Kiambu County to strengthen school infrastructure safety this December.
EDU_02592,Education,State Department for Basic Education urges parents and teachers in Nairobi County to report any safety concerns to the school administration.
EDU_02593,Education,KUCCPS reminds schools in Samburu County to strengthen inclusion of learners with disabilities this October.
EDU_02594,Education,Notice: State Department for Basic Education launches an anti-bullying measures programme in schools across Embu County.
EDU_02595,Education,HELB urges parents and teachers in Kisii County to report any safety concerns to the school administration.
EDU_02596,Education,HELB reminds schools in West Pokot County to strengthen anti-bullying measures this November.
EDU_02597,Education,Notice: KICD launches a school infrastructure safety programme in schools across Kajiado County.
EDU_02598,Education,Kenya Institute of Curriculum Development reminds schools in Kwale County to strengthen child protection in schools this March.
EDU_02599,Education,Notice: Ministry of Education launches a child protection in schools programme in schools across Elgeyo-Marakwet County.
EDU_02600,Education,State Department for TVET reminds schools in Nandi County to strengthen anti-bullying measures this May.
EDU_02601,Education,Notice: KICD launches a school infrastructure safety programme in schools across Wajir County.
EDU_02602,Education,Notice: KMTC launches a child protection in schools programme in schools across Narok County.
EDU_02603,Education,TSC urges parents and teachers in Uasin Gishu County to support inclusive learning environments.
EDU_02604,Education,IEBC urges parents and teachers in Makueni County to report any safety concerns to the school administration.
EDU_02605,Education,IEBC calls on the community in Vihiga County to report any safety concerns to the school administration to keep schools safe.
EDU_02606,Education,KUCCPS reminds schools in Vihiga County to strengthen anti-bullying measures this May.
EDU_02607,Education,TVET calls on the community in Murang'a County to report any safety concerns to the school administration to keep schools safe.
EDU_02608,Education,Notice: KUCCPS launches an inclusion of learners with disabilities programme in schools across Homa Bay County.
EDU_02609,Education,IEBC urges parents and teachers in West Pokot County to support inclusive learning environments.
EDU_02610,Education,Kenya Institute of Curriculum Development urges parents and teachers in Baringo County to report any safety concerns to the school administration.
EDU_02611,Education,Notice: Universities Fund launches a school infrastructure safety programme in schools across Meru County.
EDU_02612,Education,TVET reminds schools in Homa Bay County to strengthen guidance and counselling services this December.
EDU_02613,Education,Notice: KMTC launches an anti-bullying measures programme in schools across Bungoma County.
EDU_02614,Education,KICD calls on the community in Nairobi County to support inclusive learning environments to keep schools safe.
EDU_02615,Education,IEBC reminds schools in Nyamira County to strengthen guidance and counselling services this December.
EDU_02616,Education,Notice: State Department for Basic Education launches a school infrastructure safety programme in schools across Trans Nzoia County.
EDU_02617,Education,Notice: State Department for TVET launches an inclusion of learners with disabilities programme in schools across Makueni County.
EDU_02618,Education,KMTC urges parents and teachers in Vihiga County to report any safety concerns to the school administration.
EDU_02619,Education,Notice: TSC launches a school infrastructure safety programme in schools across West Pokot County.
EDU_02620,Education,KMTC urges parents and teachers in Kajiado County to reach out to the child helpline 116.
EDU_02621,Education,Notice: State Department for Basic Education launches an anti-bullying measures programme in schools across Makueni County.
EDU_02622,Education,Universities Fund reminds schools in Vihiga County to strengthen child protection in schools this August.
EDU_02623,Education,Notice: Teachers Service Commission launches a school infrastructure safety programme in schools across Kilifi County.
EDU_02624,Education,Kenya Institute of Curriculum Development calls on the community in Kilifi County to support inclusive learning environments to keep schools safe.
EDU_02625,Education,State Department for TVET urges parents and teachers in Nakuru County to support inclusive learning environments.
EDU_02626,Education,Notice: Ministry of Education launches an anti-bullying measures programme in schools across Mandera County.
EDU_02627,Education,Teachers Service Commission reminds schools in Kisii County to strengthen anti-bullying measures this May.
EDU_02628,Education,Kenya Institute of Curriculum Development calls on the community in Nyamira County to support inclusive learning environments to keep schools safe.
EDU_02629,Education,HELB calls on the community in Nyandarua County to reach out to the child helpline 116 to keep schools safe.
EDU_02630,Education,KICD reminds schools in Machakos County to strengthen child protection in schools this February.
EDU_02631,Education,HELB reminds schools in Homa Bay County to strengthen anti-bullying measures this May.
EDU_02632,Education,TVET calls on the community in Busia County to support inclusive learning environments to keep schools safe.
EDU_02633,Education,State Department for TVET reminds schools in Nyandarua County to strengthen child protection in schools this June.
EDU_02634,Education,Notice: KMTC launches a school infrastructure safety programme in schools across Meru County.
EDU_02635,Education,Notice: KICD launches a guidance and counselling services programme in schools across Meru County.
EDU_02636,Education,KMTC urges parents and teachers in Mandera County to reach out to the child helpline 116.
EDU_02637,Education,KICD calls on the community in Narok County to report any safety concerns to the school administration to keep schools safe.
EDU_02638,Education,Notice: KICD launches a child protection in schools programme in schools across Tana River County.
EDU_02639,Education,State Department for Basic Education reminds schools in Turkana County to strengthen child protection in schools this December.
EDU_02640,Education,IEBC reminds schools in Murang'a County to strengthen child protection in schools this June.
EDU_02641,Education,TSC calls on the community in Uasin Gishu County to support inclusive learning environments to keep schools safe.
EDU_02642,Education,Notice: Ministry of Education launches a child protection in schools programme in schools across Kakamega County.
EDU_02643,Education,State Department for TVET urges parents and teachers in Makueni County to support inclusive learning environments.
EDU_02644,Education,State Department for Basic Education reminds schools in Kakamega County to strengthen school infrastructure safety this June.
EDU_02645,Education,IEBC reminds schools in Uasin Gishu County to strengthen anti-bullying measures this February.
EDU_02646,Education,HELB urges parents and teachers in Vihiga County to reach out to the child helpline 116.
EDU_02647,Education,KUCCPS urges parents and teachers in Mandera County to reach out to the child helpline 116.
EDU_02648,Education,Universities Fund reminds schools in Marsabit County to strengthen child protection in schools this June.
EDU_02649,Education,TSC calls on the community in Vihiga County to report any safety concerns to the school administration to keep schools safe.
EDU_02650,Education,KICD urges parents and teachers in Nyamira County to support inclusive learning environments.
EDU_02651,Education,KMTC calls on the community in Kirinyaga County to support inclusive learning environments to keep schools safe.
EDU_02652,Education,TVET calls on the community in Nakuru County to reach out to the child helpline 116 to keep schools safe.
EDU_02653,Education,TVET calls on the community in Narok County to support inclusive learning environments to keep schools safe.
EDU_02654,Education,HELB calls on the community in Tana River County to report any safety concerns to the school administration to keep schools safe.
EDU_02655,Education,KICD calls on the community in Tana River County to support inclusive learning environments to keep schools safe.
EDU_02656,Education,State Department for TVET urges parents and teachers in Kakamega County to report any safety concerns to the school administration.
EDU_02657,Education,Notice: KMTC launches an anti-bullying measures programme in schools across Kakamega County.
EDU_02658,Education,KNEC calls on the community in Mandera County to report any safety concerns to the school administration to keep schools safe.
EDU_02659,Education,KUCCPS reminds schools in Laikipia County to strengthen child protection in schools this May.
EDU_02660,Education,TSC reminds schools in Nakuru County to strengthen inclusion of learners with disabilities this July.
EDU_02661,Education,Teachers Service Commission reminds schools in Bungoma County to strengthen guidance and counselling services this February.
EDU_02662,Education,HELB calls on the community in Baringo County to support inclusive learning environments to keep schools safe.
EDU_02663,Education,KMTC reminds schools in Kajiado County to strengthen school infrastructure safety this June.
EDU_02664,Education,Teachers Service Commission urges parents and teachers in Samburu County to reach out to the child helpline 116.
EDU_02665,Education,KUCCPS urges parents and teachers in Tharaka-Nithi County to reach out to the child helpline 116.
EDU_02666,Education,State Department for Basic Education urges parents and teachers in Uasin Gishu County to report any safety concerns to the school administration.
EDU_02667,Education,Notice: Kenya Institute of Curriculum Development launches a child protection in schools programme in schools across Baringo County.
EDU_02668,Education,Notice: KUCCPS launches a school infrastructure safety programme in schools across Bungoma County.
EDU_02669,Education,Ministry of Education reminds schools in Kirinyaga County to strengthen anti-bullying measures this January.
EDU_02670,Education,KMTC urges parents and teachers in Isiolo County to report any safety concerns to the school administration.
EDU_02671,Education,HELB reminds schools in Mandera County to strengthen guidance and counselling services this May.
EDU_02672,Education,IEBC urges parents and teachers in Nandi County to support inclusive learning environments.
EDU_02673,Education,HELB calls on the community in Murang'a County to support inclusive learning environments to keep schools safe.
EDU_02674,Education,Teachers Service Commission urges parents and teachers in Kiambu County to report any safety concerns to the school administration.
EDU_02675,Education,Universities Fund reminds schools in Narok County to strengthen inclusion of learners with disabilities this December.
EDU_02676,Education,HELB reminds schools in Kericho County to strengthen child protection in schools this January.
EDU_02677,Education,Notice: Universities Fund launches an inclusion of learners with disabilities programme in schools across Homa Bay County.
EDU_02678,Education,Universities Fund reminds schools in Kiambu County to strengthen anti-bullying measures this April.
EDU_02679,Education,TSC reminds schools in Kisumu County to strengthen guidance and counselling services this March.
EDU_02680,Education,Kenya Institute of Curriculum Development reminds schools in Nakuru County to strengthen anti-bullying measures this October.
EDU_02681,Education,KICD urges parents and teachers in Trans Nzoia County to reach out to the child helpline 116.
EDU_02682,Education,HELB calls on the community in Trans Nzoia County to support inclusive learning environments to keep schools safe.
EDU_02683,Education,Notice: Kenya Institute of Curriculum Development launches an anti-bullying measures programme in schools across Meru County.
EDU_02684,Education,KUCCPS urges parents and teachers in Uasin Gishu County to support inclusive learning environments.
EDU_02685,Education,Notice: State Department for Basic Education launches an inclusion of learners with disabilities programme in schools across Mombasa County.
EDU_02686,Education,TVET calls on the community in Tana River County to report any safety concerns to the school administration to keep schools safe.
EDU_02687,Education,Notice: Ministry of Education launches a school infrastructure safety programme in schools across Kitui County.
EDU_02688,Education,State Department for Basic Education urges parents and teachers in Siaya County to report any safety concerns to the school administration.
EDU_02689,Education,KICD reminds schools in Tharaka-Nithi County to strengthen school infrastructure safety this March.
EDU_02690,Education,Notice: KUCCPS launches a school infrastructure safety programme in schools across Kisii County.
EDU_02691,Education,Kenya Institute of Curriculum Development calls on the community in Garissa County to support inclusive learning environments to keep schools safe.
EDU_02692,Education,Notice: Ministry of Education launches an anti-bullying measures programme in schools across Nairobi County.
EDU_02693,Education,Notice: State Department for TVET launches a guidance and counselling services programme in schools across Narok County.
EDU_02694,Education,Kenya Institute of Curriculum Development reminds schools in Lamu County to strengthen child protection in schools this March.
EDU_02695,Education,Notice: KUCCPS launches a school infrastructure safety programme in schools across Nyeri County.
EDU_02696,Education,Universities Fund reminds schools in Turkana County to strengthen guidance and counselling services this March.
EDU_02697,Education,Universities Fund urges parents and teachers in Narok County to report any safety concerns to the school administration.
EDU_02698,Education,State Department for Basic Education reminds schools in Wajir County to strengthen guidance and counselling services this May.
EDU_02699,Education,Kenya Institute of Curriculum Development calls on the community in Nakuru County to reach out to the child helpline 116 to keep schools safe.
EDU_02700,Education,HELB reminds schools in Trans Nzoia County to strengthen anti-bullying measures this December.
EDU_02701,Education,KMTC calls on the community in Turkana County to reach out to the child helpline 116 to keep schools safe.
EDU_02702,Education,Notice: KUCCPS launches an inclusion of learners with disabilities programme in schools across Narok County.
EDU_02703,Education,TSC calls on the community in Kakamega County to reach out to the child helpline 116 to keep schools safe.
EDU_02704,Education,Notice: IEBC launches an anti-bullying measures programme in schools across Kakamega County.
EDU_02705,Education,TVET urges parents and teachers in Kirinyaga County to reach out to the child helpline 116.
EDU_02706,Education,Notice: HELB launches a school infrastructure safety programme in schools across Homa Bay County.
EDU_02707,Education,IEBC reminds schools in Machakos County to strengthen guidance and counselling services this September.
EDU_02708,Education,State Department for Basic Education calls on the community in Siaya County to report any safety concerns to the school administration to keep schools safe.
EDU_02709,Education,IEBC reminds schools in Vihiga County to strengthen school infrastructure safety this February.
EDU_02710,Education,Notice: IEBC launches a child protection in schools programme in schools across Trans Nzoia County.
EDU_02711,Education,KUCCPS urges parents and teachers in Embu County to support inclusive learning environments.
EDU_02712,Education,Notice: Teachers Service Commission launches a child protection in schools programme in schools across Vihiga County.
EDU_02713,Education,TSC reminds schools in Vihiga County to strengthen anti-bullying measures this May.
EDU_02714,Education,KICD urges parents and teachers in Baringo County to reach out to the child helpline 116.
EDU_02715,Education,TSC calls on the community in Bomet County to support inclusive learning environments to keep schools safe.
EDU_02716,Education,State Department for TVET urges parents and teachers in Kilifi County to support inclusive learning environments.
EDU_02717,Education,Universities Fund calls on the community in Kilifi County to report any safety concerns to the school administration to keep schools safe.
EDU_02718,Education,KICD reminds schools in Mandera County to strengthen inclusion of learners with disabilities this January.
EDU_02719,Education,Universities Fund urges parents and teachers in Bomet County to report any safety concerns to the school administration.
EDU_02720,Education,Ministry of Education urges parents and teachers in Kakamega County to reach out to the child helpline 116.
EDU_02721,Education,KMTC calls on the community in Laikipia County to report any safety concerns to the school administration to keep schools safe.
EDU_02722,Education,KUCCPS calls on the community in Kwale County to support inclusive learning environments to keep schools safe.
EDU_02723,Education,HELB calls on the community in Nyeri County to support inclusive learning environments to keep schools safe.
EDU_02724,Education,State Department for TVET urges parents and teachers in West Pokot County to reach out to the child helpline 116.
EDU_02725,Education,Kenya Institute of Curriculum Development reminds schools in Siaya County to strengthen guidance and counselling services this February.
EDU_02726,Education,State Department for Basic Education reminds schools in Trans Nzoia County to strengthen school infrastructure safety this November.
EDU_02727,Education,Teachers Service Commission calls on the community in Nyeri County to support inclusive learning environments to keep schools safe.
EDU_02728,Education,Kenya Institute of Curriculum Development calls on the community in Laikipia County to reach out to the child helpline 116 to keep schools safe.
EDU_02729,Education,Notice: State Department for TVET launches a guidance and counselling services programme in schools across Nandi County.
EDU_02730,Education,TSC urges parents and teachers in Trans Nzoia County to support inclusive learning environments.
EDU_02731,Education,TVET reminds schools in Kiambu County to strengthen child protection in schools this May.
EDU_02732,Education,IEBC calls on the community in Machakos County to support inclusive learning environments to keep schools safe.
EDU_02733,Education,Teachers Service Commission reminds schools in Turkana County to strengthen guidance and counselling services this September.
EDU_02734,Education,Universities Fund calls on the community in Wajir County to report any safety concerns to the school administration to keep schools safe.
EDU_02735,Education,Notice: HELB launches a guidance and counselling services programme in schools across Garissa County.
EDU_02736,Education,State Department for TVET urges parents and teachers in Uasin Gishu County to reach out to the child helpline 116.
EDU_02737,Education,Notice: Kenya Institute of Curriculum Development launches an anti-bullying measures programme in schools across Narok County.
EDU_02738,Education,Notice: Universities Fund launches an anti-bullying measures programme in schools across Tana River County.
EDU_02739,Education,Teachers Service Commission reminds schools in Nyeri County to strengthen anti-bullying measures this July.
EDU_02740,Education,Notice: TVET launches an anti-bullying measures programme in schools across Baringo County.
EDU_02741,Education,Ministry of Education reminds schools in Lamu County to strengthen anti-bullying measures this October.
EDU_02742,Education,Kenya Institute of Curriculum Development reminds schools in Embu County to strengthen guidance and counselling services this September.
EDU_02743,Education,Notice: KNEC launches an inclusion of learners with disabilities programme in schools across Trans Nzoia County.
EDU_02744,Education,Notice: IEBC launches an inclusion of learners with disabilities programme in schools across Nakuru County.
EDU_02745,Education,Teachers Service Commission calls on the community in Kakamega County to support inclusive learning environments to keep schools safe.
EDU_02746,Education,Universities Fund reminds schools in Bungoma County to strengthen anti-bullying measures this May.
EDU_02747,Education,TSC urges parents and teachers in Kakamega County to reach out to the child helpline 116.
EDU_02748,Education,Kenya Institute of Curriculum Development calls on the community in Lamu County to report any safety concerns to the school administration to keep schools safe.
EDU_02749,Education,TSC urges parents and teachers in Tharaka-Nithi County to reach out to the child helpline 116.
EDU_02750,Education,Notice: KUCCPS launches a school infrastructure safety programme in schools across Homa Bay County.
EDU_02751,Education,TVET reminds schools in Kisumu County to strengthen inclusion of learners with disabilities this January.
EDU_02752,Education,Notice: TVET launches an anti-bullying measures programme in schools across Kirinyaga County.
EDU_02753,Education,KMTC reminds schools in Meru County to strengthen guidance and counselling services this June.
EDU_02754,Education,IEBC reminds schools in Migori County to strengthen inclusion of learners with disabilities this April.
EDU_02755,Education,Universities Fund urges parents and teachers in Kericho County to reach out to the child helpline 116.
EDU_02756,Education,Kenya Institute of Curriculum Development calls on the community in Samburu County to report any safety concerns to the school administration to keep schools safe.
EDU_02757,Education,KMTC calls on the community in Isiolo County to support inclusive learning environments to keep schools safe.
EDU_02758,Education,Notice: KMTC launches a school infrastructure safety programme in schools across Lamu County.
EDU_02759,Education,KICD reminds schools in Embu County to strengthen guidance and counselling services this October.
EDU_02760,Education,Universities Fund calls on the community in Embu County to reach out to the child helpline 116 to keep schools safe.
EDU_02761,Education,Notice: KNEC launches an inclusion of learners with disabilities programme in schools across Homa Bay County.
EDU_02762,Education,Universities Fund reminds schools in Garissa County to strengthen inclusion of learners with disabilities this September.
EDU_02763,Education,HELB calls on the community in Isiolo County to support inclusive learning environments to keep schools safe.
EDU_02764,Education,KICD urges parents and teachers in Busia County to reach out to the child helpline 116.
EDU_02765,Education,KUCCPS reminds schools in Samburu County to strengthen inclusion of learners with disabilities this July.
EDU_02766,Education,Ministry of Education urges parents and teachers in Laikipia County to reach out to the child helpline 116.
EDU_02767,Education,Notice: Universities Fund launches a school infrastructure safety programme in schools across Taita-Taveta County.
EDU_02768,Education,HELB reminds schools in Kitui County to strengthen anti-bullying measures this February.
EDU_02769,Education,Universities Fund calls on the community in Uasin Gishu County to reach out to the child helpline 116 to keep schools safe.
EDU_02770,Education,KMTC calls on the community in Nandi County to reach out to the child helpline 116 to keep schools safe.
EDU_02771,Education,TSC calls on the community in Vihiga County to support inclusive learning environments to keep schools safe.
EDU_02772,Education,Teachers Service Commission urges parents and teachers in Kilifi County to report any safety concerns to the school administration.
EDU_02773,Education,Universities Fund urges parents and teachers in Nandi County to reach out to the child helpline 116.
EDU_02774,Education,Notice: Ministry of Education launches a guidance and counselling services programme in schools across Turkana County.
EDU_02775,Education,Ministry of Education calls on the community in Samburu County to reach out to the child helpline 116 to keep schools safe.
EDU_02776,Education,TSC calls on the community in Bungoma County to report any safety concerns to the school administration to keep schools safe.
EDU_02777,Education,Notice: Teachers Service Commission launches an inclusion of learners with disabilities programme in schools across Bungoma County.
EDU_02778,Education,State Department for Basic Education calls on the community in Kiambu County to report any safety concerns to the school administration to keep schools safe.
EDU_02779,Education,State Department for TVET urges parents and teachers in Nyeri County to reach out to the child helpline 116.
EDU_02780,Education,KNEC calls on the community in Kisii County to report any safety concerns to the school administration to keep schools safe.
EDU_02781,Education,Notice: State Department for Basic Education launches a school infrastructure safety programme in schools across Kitui County.
EDU_02782,Education,State Department for Basic Education urges parents and teachers in Nandi County to reach out to the child helpline 116.
EDU_02783,Education,Notice: KICD launches an inclusion of learners with disabilities programme in schools across Kajiado County.
EDU_02784,Education,Notice: KUCCPS launches a guidance and counselling services programme in schools across Nairobi County.
EDU_02785,Education,IEBC reminds schools in Wajir County to strengthen school infrastructure safety this September.
EDU_02786,Education,Teachers Service Commission reminds schools in Garissa County to strengthen school infrastructure safety this February.
EDU_02787,Education,Kenya Institute of Curriculum Development calls on the community in Machakos County to support inclusive learning environments to keep schools safe.
EDU_02788,Education,Notice: TSC launches a child protection in schools programme in schools across Murang'a County.
EDU_02789,Education,Notice: IEBC launches an anti-bullying measures programme in schools across Uasin Gishu County.
EDU_02790,Education,Notice: Ministry of Education launches a guidance and counselling services programme in schools across Homa Bay County.
EDU_02791,Education,TVET reminds schools in Kericho County to strengthen guidance and counselling services this April.
