src_text,tgt_text,src_code,tgt_code,PSA_ID,Domain
Simu ya usaidizi ya kitaifa 1195 inapatikana wakati wote ili kutoa msaada wa haraka kwa manusura wa unyanyasaji wa kingono na kijinsia.,"Enamba yesimi yogokonya 1195 inao ere ase chingaki chionsi ase ogokonya bari batarareirwe, gotibonwa gose komocherwa nchera ende yonsi koreng'ana na eki ore.",swh_Latn,,2361,Security
Vurugu za wapenzi wa karibu mara nyingi huongezeka polepole. Utambuzi wa mapema na mafunzo kwa wataalamu wa mstari wa mbele husaidia kuzuia na rufaa salama.,Eminano gose ogokurarana gati yomosacha nomokungu oye mara aanga nigo gokogenderera kogesekana na koba boke ng'orang'ora. Mbuya komanya ayio bwango na kwegeria abakoreri baria bare motwe gokonya ase okobaikera na kobakonya ebirengererio na kobaraa gochia nyagitari ase kobwenigwa.,swh_Latn,,2362,Security
Mipango ya usalama wa kibinafsi huwasaidia watu kujiandaa kwa hali hatari kwa kutambua maeneo salama na mikakati ya ulinzi.,Omoroberio oo aye omonyene kwerenda ngokonya ore kwebanga chingaki chiokong'u ase okomanya boronge ase ogotamera gochia na buna okwerenda.,swh_Latn,,2365,Security
"Mitandao ya usaidizi wa jamii huwasaidia waathirika kwa kutoa nafasi salama, watu wa kujitolea waliofunzwa, programu za uwezeshaji, na marejeleo yaliyoratibiwa huku ikipa kipaumbele usalama na usiri.","Ebokundi biogosira ase ebinyoro nigo bigokonya baria bakoreirwe bobe ase enchera yokobaa aase bakobera atari namochando onde bwonsi goetera abakonyi babo bokwerwa begeirie buya, kobasira goetera ebinto bike bike bikobakonya, na kobwaterana gochia ase baranyare konyora obokonyi ao ao, oborendi bwaigoro nobobisi bwabo.",swh_Latn,,2366,Security
"Sera na mafunzo mahali pa kazi huzuia unyanyasaji wa kijinsia kwa kuweka ufafanuzi ulio wazi, njia za kuripoti, uchunguzi, na huduma za usaidizi kulingana na mifumo ya kisheria ya kitaifa.","Koba namachiko ase abanto bagokora emeremo na kobaegeria igor yoboronge bwa mwanyabanto ngokonya ere gokorerwa bobe kebwanchani egekogera kera omokori emeremo amanyete buya nga ogokora eke gose keria aya naria naro aramonyore, chinchera omonto akomanyeria abane igoro yayio, obotuki, amo nemeroberio yokomosira korengna nerichiko riense.",swh_Latn,,2368,Security
Mifumo ya ulinzi wa watoto lazima izuie unyanyasaji wa kingono na unyonyaji na kutoa msaada kamili kwa watoto walioathiriwa.,Nebwenerete nga ebitengo bionsi bire bikorenda abana gtanga na abana gotibonwa na bosomba bonde bwonsi goetera okobaa ogokonya gwa kera engencho.,swh_Latn,,2369,Security
"Wafanyakazi wa afya wanahitaji mafunzo maalum katika utunzaji unaozingatia majeraha, ukusanyaji wa ushahidi, kuripoti kwa lazima, na rufaa zilizoratibiwa kwa waathirika.","Abakori emeremo bobochenu mbaganeirie amaorokererio abeene ase ogokonya barwaire babo komanya emechando nagekong'ia koyerwania, kobeka amo obosaiti , kobeka eripoti as ebitabu, na na okobwatera kobatoma gochia baranyore obokonyi bwa beene.",swh_Latn,,2371,Security
Nyumba na makazi salama hutoa malazi salama ya muda kwa manusura na watoto wao.,Aase agiya neyomba yokomenya nensemo eyemo yoborendi ase baria bakoreirwe bobe nabana babo.,swh_Latn,,2372,Security
"Nafasi za kidijitali zinaweza kuwaweka watu katika hatari ya unyanyasaji mtandaoni. Sheria zinaharamisha vurugu za mtandaoni na huduma za usaidizi huwasaidia walionusurika kupata vifaa salama, kuripoti matukio, na kuondoa maudhui hatari.","Goetera obokonyi bwedichitari nkonyarekana ere gosioria baria bagokorera bobe abande goetera eintaneti. Amachiko nkorenda are abanto tobakorerwa bobe goetera eintaneti na kobakonya korenda chisimi nechikombiuta chiabo neintaneti korwa ebibago, korwa eripoti yokogoserwa, na gotinyia amangana aria akogechia.",swh_Latn,,2373,Security
Kuwashirikisha wanaume na wavulana katika programu za kuzuia maambukizi huendeleza mahusiano yenye afya na hupinga kanuni hatari za kijinsia.,Renta abasacha nabura amo ase emeroberio yogosegeta oboamate obuya ase abanto na orokereria buna ogotareng'anana kwa banto ase engencho yebimira ere bobe.,swh_Latn,,2374,Security
Huduma za usaidizi wa kisheria zinahakikisha walionusurika wanapata haki kupitia uwakilishi huru au ruzuku.,Ogokonya abanto kemachiko nigo korengete korora nga goikera ekeene goeera gokonywa bosa otari korwa kende gose ogoaka pesa inke igo omogambi bwebina gokogambera kotini.,swh_Latn,,2375,Security
"Taasisi za elimu lazima zitekeleze programu za kuzuia zinazoshughulikia unyanyasaji, unyanyasaji, na unyonyaji katika mazingira ya kujifunzia.","Chisukuru razima chiikeranie emeroberio gotanga gokorerwa bobe kobasuguma gose kobagechi, kobarwania ngose komiga oboronge bwabo ase engencho bare abagongeru ase chisukuru.",swh_Latn,,2376,Security
Unyanyasaji wa kiuchumi hupunguza uhuru wa kifedha. Taasisi za fedha zinapaswa kutambua ishara za onyo na kuwasaidia wateja walioathiriwa.,Obosaria bwobogoko nigo bokomiga okwenyara nogwetenenera gwechibesa. Ebiombe baria bionsi bigokora nechibesa nere buya asebire komanya bwango emechando ere motwe na buna baranyare gokonya baria bakogachera chibesa chiabo.,swh_Latn,,2377,Security
Usafirishaji haramu wa binadamu kwa ajili ya unyonyaji wa kingono ni uhalifu mkubwa. Sheria za kitaifa hutoa adhabu kali na ulinzi kwa walionusurika.,Enchera yokobetereria gose koira abanto ase egete ase engencho yokobaonia ase ebiasara biobwanchani konyora chibesa okomocha okobe mono. Amachiko yense nkorwa are egesusuro ekerito na gokonya baria bakoreirwe bobe.,swh_Latn,,2378,Security
Zana za tathmini ya hatari husaidia kutambua watu walio katika hatari kubwa ya kupitia au kufanya vurugu ili kuwezesha hatua zinazolengwa.,Amasakara abwate amaborio na buna abanto bakoiraneria ebigokonya korora na komanya buna abanto baria bare ase ekonyarekana gokorerwa bobe gose kogenderera gokorerwa bobe erio gokonya kobeka emeroberio yogotanga ebwenerete.,swh_Latn,,2379,Security
"Mbinu zinazozingatia walionusurika zinaunga mkono usalama, heshima, na uhuru katika maamuzi yote kuhusu kuripoti na matumizi ya huduma.","Emeroberio yokobakonya baria bakoreirwe bobe nigo ekoimokereria igoro oborendi, amasikani, obobisi, nobosibore bwomonto korwa ebirengerio biaye neko aganeti gokorerwa.",swh_Latn,,2380,Security
Mipangilio ya dharura huongeza hatari za unyanyasaji wa kijinsia na inahitaji mipango maalum ya kuzuia na kukabiliana na hali hiyo.,Chingaki chiemebasekano gose obokongu nigo chikogesa ribaga abanto gokorerwa bobe ekiagera eki bare naya ekero abeire neganeirie chinchera chigotanga abanto gokorerwa bobe chaiabeene na emeroberio buna baranyare gokonywa.,swh_Latn,,2381,Security
Mifumo ya data inayoaminika hufuatilia mitindo ya vurugu na matumizi ya huduma ili kutoa taarifa kuhusu sera na programu zinazotegemea ushahidi.,"Amangana aria arikire amaikeranu buna chiripoti chiabasikari, chianyagitari na NGOs chikworokia buna abanto bagokorerwa bobe erio gokonya korosia amachiko nemeroberio yokobakonya.",swh_Latn,,2382,Security
Kampeni za mawasiliano ya kimkakati zinakuza kanuni zisizo za vurugu na uandishi wa habari unaowajibika kuhusu vurugu zinazotokana na jinsia kwenye vyombo vya habari.,"Omoroberio bwoboamo obangire buya komanyia na gosomia abanto korengete gosegeta abanto goonchoreria na kwanga gokorera abanto bande bobe na korwa eripoti igoro ya baria bakoreirwe bobe otarikonyorwa, amo noboriki na komanyia abanto amang'ana goetera chiredio na amagaseti ase enchewra etari koeneria gokwanrera obobe bwogokorera aband bobe.",swh_Latn,,2383,Security
Watu wenye ulemavu wanakabiliwa na hatari kubwa zaidi za vurugu. Huduma lazima zikidhi mahitaji ya ufikiaji na kutoa usaidizi jumuishi.,Abanto abaremaru nigo bagokorerwa bobe kobua abanto bande. Ogokonywa kobarengete goika goikeranie buna bagoikerwa nokogania kwabo ase bonsi.,swh_Latn,,2384,Security
Vituo vya kurekebisha tabia lazima vizuie unyanyasaji wa kijinsia na vishughulikie kwa ufanisi matukio yoyote.,Chichera goika chitange ogokorerwa bobe ekiagera eki oro na korwa egusuro korengana nokomocha kwabamochi.,swh_Latn,,2386,Security
Matumizi mabaya yanayowezeshwa na teknolojia yanahitaji mafunzo ya usalama wa kidijitali na ujuzi wa uandishi wa nyaraka kwa watu walioathiriwa.,Ogokorerwa bobe goetra eintaneti neganetie oborendi bwegedichitari goetera ogosomia nenchera engiya yokorika na kogacha amang'ana ase bari bakoreire bobe.,swh_Latn,,2387,Security
Programu za kuzuia zinazozingatia jamii huhamasisha viongozi wa eneo husika na vikundi ili kuunda mazingira salama zaidi.,Oborendi goetera emeroberio yebinyoro goetra okoreta abarai nebiombe amo korora nga abanto bonsi mbuya bare kera ase bare.,swh_Latn,,2388,Security
Utafiti huimarisha muundo na sera za programu kwa kutoa ushahidi kuhusu mikakati madhubuti ya kuzuia na kukabiliana na athari.,"Amasomo okorigia chisemi chinyia, kobanga emeroberio na korosia amachiko goetera obomanyi obwo koba nechinguru gotanga gokorerwa bobe.",swh_Latn,,2390,Security
Wanawake katika siasa wanakabiliwa na vurugu zinazolenga kupunguza ushiriki. Sheria za uchaguzi huwalinda wagombea na wapiga kura kutokana na madhara yanayotokana na jinsia.,Obakungu bagokora siasa nigo bagokorerwa bobe korengete gokeania esiasa yabo gochia ase abasqacha. Amachiko obochori nkorenda are abarigia chikura nabaaki chikura korwa gokorerwa bobe ekiagera eki bare.,swh_Latn,,2391,Security
Vituo vya huduma ya afya lazima vichunguze vurugu na kutoa majibu salama na ya kina kwa waathirika.,Ase abanto bakobwenerigwa goikbapime ekerengo omonto okoreire bobe na korwa obobwenia boisaine naende obuya.,swh_Latn,,2392,Security
Mifumo ya usafiri wa umma lazima ishughulikie unyanyasaji kupitia mafunzo ya wafanyakazi na hatua zinazofaa za kukabiliana.,Abarai bechirori chikobogori abanto goika chitange ebikoru biokogosereria goetera ogosomia bakori emeremo babo na korwa egesusuro ase abamochi.,swh_Latn,,2393,Security
Wanawake katika kilimo wanakabiliwa na hatari tofauti. Vyama vya ushirika vinapaswa kupitisha sera za kuzuia na chaguzi za kuripoti.,Abakungu bagokora emeremo ase oboremi nigo bare ase okonyorwa nemechando yabeene. Ebiombe bioboremi nere buya bitabe amachiko yogotanga nenchera yokorwa chiripoti.,swh_Latn,,2394,Security
Makazi yasiyo rasmi yenye msongamano mkubwa yanahitaji juhudi za usalama zinazoongozwa na jamii ili kupunguza vurugu.,Abanto bamenyete chirandi mabaganetie okobwaterana newbinyoro erio gokeania chiburaburu.,swh_Latn,,2395,Security
Taasisi za kidini zinaathiri kanuni za jamii. Mafunzo na ushauri nasaha wa makasisi huunga mkono mazingira salama na yenye usawa.,Chidini ngosegeta chire buna ebinyoro bikorosia amachiko ekemira. Gosomia barai bechidini nigo egokonya gosegeta ababwatai babo korenda amasingira.,swh_Latn,,2397,Security
"Programu za michezo lazima zizuie unyanyasaji, unyanyasaji, na unyanyasaji kupitia mipaka iliyo wazi na taratibu za kuripoti.","Emeroberio yechigori goika ekonye gotanga ebikoru bikogosereri agose bikogechi, gose bikorasimisa omonto gosoa na chinchera chiokoripoti ayio.",swh_Latn,,2398,Security
Mazingira ya tasnia ya uvuvi yana hatari ya unyonyaji. Maboresho ya usalama kwenye gati yanaunga mkono ulinzi wa wafanyakazi.,Emeremo yoborubi chinswe yaretire obwoba bwokorerwa bobe na koriananigwa. Gokongia oborendi aaria ase chinswe chigoikerigwa korwa obwato ngosira ere oborendi bwabokori emeremo.,swh_Latn,,2400,Security
Maeneo ya uchimbaji madini yanahitaji sera kali na hatua za usalama ili kuzuia unyanyasaji na unyonyaji.,"Okorema amadini nigo koganetie amachiko amaikeranu noborendi gotanga okorera abande bobe, kogechi gose gochaya nakobarianania .",swh_Latn,,2402,Security
Mazingira ya soko lazima yaanzishe mifumo na kamati za kuripoti ili kuzuia unyanyasaji na ulaghai.,"Chichiro goika chibe nemeroberio egokonya abanyabiasara korwa okwemurangania kwabo gotanga gokorerwa bobe, kiogechigwa, kogosererigwa gose kobetererigwa gkorwa chibesa.",swh_Latn,,2404,Security
Vifaa vya makazi kwa watu wenye ulemavu vinahitaji ulinzi mkali na elimu inayopatikana kwa urahisi kuhusu haki na utoaji wa taarifa.,Aase abanto bamenyete na mono baria bare noborema chinchera chiokobarenda chingiya nchiganeirie na kobakonya goikera chisemi chioboronge na buna baranyare goteba ekero bakoreirwe bobe.,swh_Latn,,2405,Security
"Sehemu za kazi za serikali lazima zidumishe uvumilivu wowote kwa unyanyasaji kupitia mafunzo, uwajibikaji, na mifumo huru ya kuripoti.","Aaria chiofisi chieserikari ase abanto bagokorera emeremo goika chitange ogokorerwa bobe, kobabetereria gose kobagosereria oetera okobasomia, obotenereri, nechinchera chiokorwa okwemurangania kwabo.",swh_Latn,,2408,Security
"Watoto wanakabiliwa na hatari mtandaoni. Wazazi wanapaswa kufuatilia matumizi, kutumia vidhibiti, na kuwafundisha tabia salama.","Abana mbare ase hatari goetera eintaneti. Abaibori goika bamongere buna abana babo bagotumia eintaneti, batabge na komanyia abana babo chinchera chingiya chibaretere emechando.",swh_Latn,,2410,Security
Usafirishaji haramu wa watoto bado ni tishio kubwa. Jamii zinapaswa kuripoti shughuli zinazotiliwa shaka kwa mamlaka.,"Ogosoi abana ase ebinto bitancheiri, kobatamia gose kobabisa erio kobatumia ase chinchera chitabwenereti neringa rinene riokogosia. Ebinyoro goika birwe amang'ana igiro yebinto bare nechitangutangu ase abagambi gose abasikari.",swh_Latn,,2412,Security
"Shule lazima zitekeleze sera za ulinzi, mifumo ya kupambana na uonevu, na huduma za ushauri nasaha ili kuwalinda wanafunzi.","Chisukuru goika chiikerania amachiko oborendi, gokorera abana abande bobe, na korwa obosemia erio korenda abana buya.",swh_Latn,,2413,Security
Walezi wa watoto wa kulea lazima wachunguzwe ili kuhakikisha mazingira salama kwa watoto walio katika mazingira magumu.,Abaibori abarendi babana barigererigwa buya bataraegwa abana korenda erio korenda nga abana baria abake batanyare kwerenda.,swh_Latn,,2414,Security
Watoto wanaopitia kiwewe wanahitaji usaidizi wa kisaikolojia unaopatikana kupitia huduma za ushauri nasaha bila malipo.,Abana bare ase ogochandeka bwebirengererio mbagabeti ogokonywa kobakonya gokinania omochando oyio bosa goetera chinkwana nomonyagitari konyora chinguru chiogokinana nebirengererio.,swh_Latn,,2416,Security
"Watoto wanaohusiana na mitaa wanahitaji malazi, elimu, na programu za kuwaunganisha tena na jamii kwa ajili ya usalama na maendeleo.","Abana baria banarete obogima bwokobera ebisona ase chitaoni mbaganetie ase bakorara, chisemi, nemeroberio yokobairania chinka chiabo ase oborendi namagenderero.",swh_Latn,,2417,Security
Ajira kwa watoto ni kinyume cha sheria. Ripoti kazi hatarishi kwa watoto kwa Idara ya Kazi au piga simu 0800220444.,Obosomba bwabana mamincha yerichiko. Karwe eripoti igoro yabana bare ase emeremo eranyare kobaretera emechando gochia chiofisi chitenererete obokori emeremo gose goaka esimi 0800220444.,swh_Latn,,2418,Security
Watoto wanaohusika katika michakato ya kisheria wanapaswa kupokea msaada maalum wa kisheria kupitia Ofisi ya Mkurugenzi wa Mashtaka ya Umma.,Abana abwo bare ase okoariganigwa gotamigwa mamincha yerichiko neganeirie konyora obokonyi mwachiko bosa goetera ofisi yomoteneneri bwobosoi ebina (ODPP).,swh_Latn,,2419,Security
Watoto wanapaswa kujifunza kulinda taarifa binafsi mtandaoni na kuripoti miingiliano inayotiliwa shaka kwa watu wazima wanaowaamini.,Nere buya abana kwegera buna baranyare korenda amangana abo arikire are ase eintaneti na komanyia oyo begenete igoro yechitang'utang'u.,swh_Latn,,2420,Security
Vurugu za nyumbani huwadhuru watoto. Ripoti matukio kwa mamlaka za mitaa au simu za usaidizi kwa watoto.,Chiburaburu chiekenyomba nigo chikoumisa gose gosaria abana. Karwe amangana igoro yaya gochia abagambi gose chiofosi chieserikari chirendete abana.,swh_Latn,,2421,Security
Serikali na mashirika yasiyo ya kiserikali huwasaidia watoto yatima kwa huduma muhimu. Uasili na malezi ya watoto wa kambo hufuata miongozo ya kisheria.,Eserikari na NGOs ngokonya chire abana chitankana ase okobakonya ase chinchera ao ao chiengencho. Buna okogora abana ase enchera yamachiko gochia abaibiri bakabere na kobabwatia kemachiko komanya ng'a mbuya barendete abana abwo.,swh_Latn,,2422,Security
"Kila mtoto ana haki ya kupata elimu, huduma ya afya, na ulinzi. Jamii lazima ziripoti ukiukwaji.","Kera omwana nare noboronge bwokonyora chisemi, obobwenia, na oborendi. Abanto goika barwe eripoti igoro yotaikeranigwa kwayio.",swh_Latn,,2423,Security
Unyanyasaji husababisha mfadhaiko na kuacha shule. Shule lazima zitekeleze sera kali za kupambana na uonevu na kutoa ushauri nasaha kwa watoto walioathiriwa.,"Ogokorera abande bobe nigo gokoreta ogochandeka kwebirengererio, ogoichania goika gotiga amasomo. Chisukuru nere buya kobeka amachiko amakong'u gotanga ogokorera abande bobe na korwa obosemia ase abana baria bakoreirwe bobe.",swh_Latn,,2424,Security
"Katika majanga (mafuriko, moto), watoto ndio walio hatarini zaidi. Hakikisha wanahamishwa salama na wanapata usaidizi wa kisaikolojia.","Ekero kiemebasekano buna (etoigo, nopgwateka kwemerero), abana nabwo bagochandeka mono ekiagera batari naguru chigokonya. Rora ng'a batammigwe gose korusigwa aroro buya na bae ogokonywa kwebirengererio goetra okobakwanera.",swh_Latn,,2425,Security
Watoto wenye ulemavu wanakabiliwa na hatari kubwa zaidi za unyanyasaji. Hakikisha elimu jumuishi na mifumo ya kuripoti inayopatikana kwa urahisi kwa ajili ya ulinzi wao.,Abana bare noborema nigo ere raisi ase bare gokorerwa bobe. Rora nga abana bonsi ba kera engencho banyorire chisemi na buna baranyare komanyia igoro yogokorerwa bobe ase oborendi bwabo.,swh_Latn,,2427,Security
"Jamii za wenyeji zinapaswa kuanzisha kamati za ulinzi wa watoto ili kufuatilia na kuripoti kesi za unyanyasaji, zikifanya kazi kwa karibu na mashirika ya serikali.","Nere buya ebinyoro koba nechikomiti igoro yoborendi bwa abana chikomongera na koripoti buna abana kogorerwa bobe, gokora emeremo yabo ase ase okobwaterana nebiombe bieserikari.",swh_Latn,,2428,Security
Polisi wa Kenya wana madawati maalum ya kushughulikia kesi zinazohusiana na watoto kwa unyeti na usiri. Ripoti kesi katika kituo chochote cha polisi.,"Chipori stesheni nchire negetengo kiabeen kegosugurikia buna abana bakomecherwa buna ogoakwa, ogotibongwa, obosomba, okoiba gose gokengania abana ase enchera chiobosani nabana na erendete obobisi bwabana. Karwe eripoti ase porisi stesheni ende yonsi.",swh_Latn,,2429,Security
"Kupuuza huharibu ukuaji wa mtoto. Wazazi na walezi lazima watoe mahitaji ya msingi, upendo, na usalama ili kuzuia majeraha ya muda mrefu.","Ogotarenda gose koa omwana ebinto atagete nigo ekogocha ogokina na okogenderera kwomwana. Abaibori nabarendi babana goika bae abana babo ebi bakonyara, buna obwanchani, noborendi gotanga mechando yebirengererio nogochandeka ase engaki entambe.",swh_Latn,,2430,Security
Watoto wakimbizi wako katika hatari ya kudhulumiwa na kuuzwa nje ya nchi. Mashirika ya kibinadamu hutoa makazi salama na elimu katika kambi.,Abana ba baria batamete chisegi korwa sobo igo ere raisi ase bare gokorerwa bobe gokenganigwa gose koibwa. Ebiombe bikorwanerera oboronge bwekemwanyabanto bieserikari nkorwa bire obomenyo obuya nechisemi aaria ase chikambi.,swh_Latn,,2431,Security
Baadhi ya jamii bado zinafuata mila hatari zinazowahusisha watoto. Ripoti visa kama hivyo kwa mamlaka mara moja.,Abanto bande mbagenderete gokora ebienyechi buna ogekeba abanyaroka ebio bire mamincha noboronge bwa abana. Karwe eripoti yamang'ana ayio gochia ase abambi otari konyorwa.,swh_Latn,,2432,Security
Uzazi chanya hupunguza hatari za unyanyasaji. Hudhuria programu za uzazi zinazofadhiliwa na serikali ili kujifunza mikakati ya ulinzi wa watoto.,Oboreri obuya nigo bogokeania abana gokorerwa bobe. Soa gose kabe oyomo ase omoroberio bweserikari gosomigwa chinchera buna oranyare korenda abana.,swh_Latn,,2433,Security
Watoto wanaohusika katika masuala ya kisheria wanapaswa kupitia mahakama maalum ili kuhakikisha kesi zinazowahusu watoto kwa haki na zinazowahusu kiwewe.,Ebina birengete abana goika ebina biabo bigamberwe ase chikoti chiabeene korora ng'a biagendiigwe buya birendete gotatubania obongo naende korwa obobe bwabete.,swh_Latn,,2434,Security
Matumizi ya dawa za kulevya kwa watoto wachanga husababisha uhalifu na matatizo ya kiafya. Shule na wazazi wanapaswa kuwaelimisha watoto kuhusu hatari za matumizi mabaya ya dawa za kulevya.,Abana abake konywa amarwa nigo gokogesa obosaria nemechando ya afia. Nere buya chisukuru nabaibori basomie abana igoro yemachando yokonywa amarwa.,swh_Latn,,2435,Security
"Piga 116 (Nambari ya Msaada kwa Mtoto) au 999 (Dharura) ili kuripoti unyanyasaji, kutelekezwa, au unyonyaji wa mtoto kwa msaada wa haraka.","Aka esimi 116 (Obokonyi ase Abana) gose 999 (Emebasekano) komnyia igoro yogokorerwa bobe kwomwana, ogoserigwa gose okwangwa, gose koba ase obosomba erio onyore ogokonya kegima.",swh_Latn,,2436,Security
Watoto katika maeneo kama Kaskazini mwa Kenya wanakabiliwa na utekaji nyara na kuajiriwa katika vikundi vyenye silaha. Mashirika ya usalama lazima yape kipaumbele usalama wao.,Abana bare chinsemo chiria buna Kenya ya Irianyi nigo ere raisi ase bare koibwa na gosoigwa ase ebiombe biobokebago. Ebiombe bieserikari goika birwe birigerie ayio ase okobarenda.,swh_Latn,,2437,Security
Utambulisho wa watoto unaweza kuibiwa kwa udanganyifu. Wazazi wanapaswa kulinda vyeti vya kuzaliwa na kufuatilia ripoti za mikopo.,nabo ekonyarekana nga ebiband biabana bibwe gokorera obongainereria. Abaibori brende buya chisatificate chiokoiborwa chia abana babo no komongera buna chibesa chigosao chisimi chiabo.,swh_Latn,,2440,Security
"Waathiriwa wa unyanyasaji wa kijinsia wanahitaji usaidizi wa kimatibabu, kisheria, na kisaikolojia. Vituo maalum hutoa huduma za bure kote nchini.","Baria bakoreirwe bobe gose gotibongwa nere buya konyora obokonyi bwobobwenia, kemachiko, anakebirengererio. Chisenta chiegeirie gokora emeremo eyio nkorwa chire obokonyi bwa bosa Kenya engima.",swh_Latn,,2441,Security
"Watoto wengi huzama kwenye vyanzo vya maji vilivyo wazi. Wazazi wanapaswa kuwasimamia watoto karibu na madimbwi ya maji, mito, na visima.","Abana abange nigo bkogwa nagokwera ime yechinsemo chiamache. Abaibiri goika barande abana babio ekero bare ange nase aria agoakerwa ontimbu, chindoche, amo nechinsoko.",swh_Latn,,2442,Security
Makanisa na misikiti lazima yachunguze wafanyakazi na kutekeleza sera za kuzuia unyanyasaji wa watoto ndani ya vituo vyao.,Chikanisa nemesikiti goika bakongori abakori emeremo babo na goikerania amachiko agotanga gokorera abana bobe imse yechinyomba chiikanisa gose emesikiti.,swh_Latn,,2443,Security
Vyombo vya habari vinapaswa kuepuka kuwaweka watoto katika hatari ya kupata maudhui hatari na kuheshimu faragha yao wanaporipoti visa vya unyanyasaji.,Abariki na baria bagotangasa amang'ana goika barende gotanga nga amangana agosaria abana ase ogotatora amarieta abo nase barwete ekero bakomanyia amangan buna abana bagokorerwa bobe.,swh_Latn,,2444,Security
Magenge ya wahalifu huwanyanyasa watoto kwa kuombaomba. Ripoti kesi kama hizo kwa polisi kwa ajili ya uokoaji na ukarabati.,Ebibago nigo bigotumia ribaga riabana gotenyara ase ogosaberera. Manyia abasikari kobakonya na kobarongei.,swh_Latn,,2445,Security
Hakikisha magari ya shule yana leseni ipasavyo na madereva wamechunguzwa ili kuzuia ajali na utekaji nyara.,Rora nga chirori chisukuru nchuibwate chirensesi buya nomotereba buya achoretwe korenga gotanga emebasekano na koibwa kwa abana.,swh_Latn,,2446,Security
Makundi yenye msimamo mkali yanawalenga watoto walio katika mazingira magumu. Jamii zinapaswa kuripoti shughuli za kuajiri zinazotiliwa shaka.,Ebiobago biria bigosaria amongo abanto na kobaira obokebago bwokotuta chipomu nigo nigo birengete abana baria batari kwenyara gose korwa emchie emetaka . Abanto gioka barwe eripoti igoro yebinto bare nechitang'utang'u nabirobio gose okorikwa gosoa obokebago obwo.,swh_Latn,,2447,Security
Wafundishe watoto hatua za usalama wa moto na hakikisha nyumba zina vifaa vya kugundua moshi vinavyofanya kazi ili kuzuia majanga.,Somia abana chinhera chiokwerenda nomorero na rora ng'a chinka chibwate egento keria gekomanya ekero erioki rireo erio gokonya gotanga emerero gwateka.,swh_Latn,,2449,Security
Michezo ya mtandaoni inaweza kuwaweka watoto katika hatari ya kushambuliwa na wanyama wanaowawinda. Wazazi wanapaswa kufuatilia miingiliano ya michezo ya kubahatisha na kuweka mipaka ya muda.,Chigosori chieintaneti nigo chigosuguma abana ang'e gochia ase ebibago biabo. Abaibori goika bamongere chingaki abana bakorrigereria chigosori na ase chinsa gete.,swh_Latn,,2450,Security
Familia zinapaswa kuwajumuisha watoto katika mazoezi ya majanga na kuhakikisha wanawajua watu wa dharura.,Chifamiri goika chisangie abana babo amo koroberia buna baranyare gotange omorero tibwateka sobo na ekero bwatekire ase bagotamera gochia nechinamba chiesimi barangerie konyora ogokonya.,swh_Latn,,2451,Security
Biashara lazima ziepuke kuajiri watoto na badala yake ziunge mkono mipango ya elimu yao.,Abanyabiasara goika barende tibarika abana buna abkori emeremo yabo korende basire emeroberio yogokonya ng'a bachire esukuru gosoma.,swh_Latn,,2453,Security
Vyuo vikuu vya michezo lazima viwe na sera dhidi ya unyanyasaji wa kimwili na kingono wa wanariadha wachanga.,Aaria ase abanto bagosomera gokora chogosori goika babe namachiko agotanga gokorerwa bobe ekiagera eki ore gose ogotabatabwa ase abanyagosori abasae.,swh_Latn,,2454,Security
Waandaaji wa matukio wanapaswa kutoa nafasi salama kwa watoto na taratibu za watoto waliopotea wakati wa mikusanyiko mikubwa.,Baria bakoroberria emeyega nere buya kobekaase abana basirete bakobekwa negento abaibiri basireriigwe nabana babo babwenerete gokora ekero kiesangerekano emenene.,swh_Latn,,2456,Security
Maeneo yenye watalii wengi wakati mwingine huwanyanyasa watoto kwa ajili ya uchungu wa uzazi au ngono. Ripoti visa kama hivyo kwa Mamlaka ya Udhibiti wa Utalii.,Aase abanto bakorwa isiko (abatari) bagotarera chingaki chinyinge nigo akoba aase abana bagokorigwa egasi gose gotibongi. Karwe eripoti gochia baria batenenerete obotari.,swh_Latn,,2457,Security
Sheria za Kenya zinabadilika ili kulinda haki za watoto vyema. Endelea kupata taarifa kuhusu mabadiliko ya kisheria yanayoathiri ustawi wa watoto.,machiko a Kenya akongiigwe erio korenda abana baria batari konyara kwerenda gose korwa emechie emetaka erio korenda oboronge bwa abana. Kabe gokomanyigwa igoro yamaonchorerio arengete ebiombe biabana.,swh_Latn,,2458,Security
"Majirani, walimu, na jamaa lazima wazungumze dhidi ya unyanyasaji wa watoto ili kuunda mazingira salama kwa watoto.","Abaamate,abarimu, na abairi goika bakwenere ringana igoro yabana gokorerwa bobe erio korora ng'a abana tibari ase hatari yogokorerwa bobe.",swh_Latn,,2459,Security
"Wizi wa mifugo bado ni changamoto katika maeneo ya wafugaji. Jamii zinapaswa kuunda programu za kufuatilia, kuchapisha wanyama, na kuripoti shughuli zinazotiliwa shaka.","Oboibi bwechiombe nabo botigarete koba omochando aaria chinsemo chiobotugi. Nere buya ebinyoro koba nemeroberio yobomongeri, basambererie chiombe chiabo chinamba, na korwa eripoti igoro yamangana bare nechitangutangu naro.",swh_Latn,,2460,Security
