PSA_ID,Domain,English,English_sw
HEA_01406,Health,Ministry of Health - Reproductive Health Unit reminds the public in Marsabit County about the importance of proper sanitation for household wellbeing.,Wizara ya Afya - Kitengo cha Afya ya Kuzaa kinakumbusha umma katika Kaunti ya Marsabit juu ya umuhimu wa usafi sahihi kwa ustawi wa kaya.
HEA_01407,Health,Ministry of Health advises residents of Kericho County to attend the free community health screening to prevent the spread of preventable illness.,Wizara ya Afya inawashauri wakazi wa Kaunti ya Kericho kuhudhuria uchunguzi wa bure wa afya ya jamii ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01408,Health,Public notice: Ministry of Health - Reproductive Health Unit will host a free tobacco control outreach in Nyeri County this October.,Taarifa ya umma: Wizara ya Afya - Kitengo cha Afya ya Uzazi kitaandaa kampeni ya bure ya udhibiti wa tumbaku katika Kaunti ya Nyeri mwezi huu wa Oktoba.
HEA_01409,Health,Ministry of Health - Reproductive Health Unit advises residents of Kiambu County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.,Wizara ya Afya - Kitengo cha Afya ya Kuzaa kinashauri wakazi wa Kaunti ya Kiambu kuosha mikono kwa sabuni na maji safi mara kwa mara ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01410,Health,Ministry of Health reminds the public in Mandera County about the importance of hypertension awareness for household wellbeing.,Wizara ya Afya inawakumbusha umma katika Kaunti ya Mandera juu ya umuhimu wa ufahamu wa shinikizo la damu kwa ustawi wa kaya.
HEA_01411,Health,Kenya Red Cross launches a July awareness campaign on hypertension awareness across Kwale County.,Msalaba Mwekundu wa Kenya unazindua kampeni ya ufahamu ya Julai juu ya ufahamu wa shinikizo la damu kotekote katika Kaunti ya Kwale.
HEA_01412,Health,Ministry of Health - Reproductive Health Unit advises residents of Turkana County to attend the free community health screening to prevent the spread of preventable illness.,Wizara ya Afya - Kitengo cha Afya ya Kuzaa kinashauri wakazi wa Kaunti ya Turkana kuhudhuria uchunguzi wa bure wa afya ya jamii ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01413,Health,KEMRI launches a September awareness campaign on safe water storage across Vihiga County.,KEMRI inazindua kampeni ya Septemba ya ufahamu juu ya uhifadhi wa maji salama katika Kaunti ya Vihiga.
HEA_01414,Health,Public notice: KEMRI will host a free hypertension awareness outreach in Kwale County this February.,Taarifa ya umma: KEMRI itaandaa kampeni ya bure ya ufahamu juu ya shinikizo la damu katika Kaunti ya Kwale Februari hii.
HEA_01415,Health,SHA (Social Health Authority) reminds the public in Narok County about the importance of safe water storage for household wellbeing.,Shirika la Afya ya Jamii (SHA) linakumbusha umma katika Kaunti ya Narok juu ya umuhimu wa kuhifadhi maji salama kwa ustawi wa kaya.
HEA_01416,Health,Division of Disease Surveillance and Response reminds the public in Bungoma County about the importance of hypertension awareness for household wellbeing.,Idara ya Ufuatiliaji na Jibu la Magonjwa inakumbusha umma katika Kaunti ya Bungoma juu ya umuhimu wa ufahamu wa shinikizo la damu kwa ustawi wa kaya.
HEA_01417,Health,Division of Disease Surveillance and Response launches a March awareness campaign on tobacco control across Trans Nzoia County.,Idara ya Ufuatiliaji na Jibu la Magonjwa inazindua kampeni ya Machi ya ufahamu juu ya udhibiti wa tumbaku katika Kaunti ya Trans Nzoia.
HEA_01418,Health,Division of Disease Surveillance and Response reminds the public in Samburu County about the importance of hand hygiene for household wellbeing.,Idara ya Ufuatiliaji na Jibu la Magonjwa inakumbusha umma katika Kaunti ya Samburu juu ya umuhimu wa usafi wa mikono kwa ustawi wa kaya.
HEA_01419,Health,Public notice: Division of Disease Surveillance and Response will host a free diabetes screening outreach in Turkana County this May.,Taarifa ya umma: Idara ya Ufuatiliaji na Jibu la Magonjwa itaandaa uchunguzi wa bure wa ugonjwa wa kisukari katika Kaunti ya Turkana Mei hii.
HEA_01420,Health,KEMRI launches an August awareness campaign on tobacco control across Nairobi County.,KEMRI inazindua kampeni ya utambuzi ya Agosti juu ya udhibiti wa tumbaku katika Kaunti ya Nairobi.
HEA_01421,Health,Ministry of Health - Reproductive Health Unit reminds the public in Nyeri County about the importance of food safety for household wellbeing.,Wizara ya Afya - Kitengo cha Afya ya Uzazi kinakumbusha umma katika Kaunti ya Nyeri umuhimu wa usalama wa chakula kwa ustawi wa kaya.
HEA_01422,Health,Kenya Medical Association reminds the public in Mandera County about the importance of hypertension awareness for household wellbeing.,Chama cha Matibabu cha Kenya kinakumbusha umma katika Kaunti ya Mandera juu ya umuhimu wa ufahamu wa shinikizo la damu kwa ustawi wa kaya.
HEA_01423,Health,KEMSA launches a May awareness campaign on diabetes screening across Embu County.,KEMSA inazindua kampeni ya Mei ya ufahamu juu ya uchunguzi wa ugonjwa wa kisukari katika Kaunti ya Embu.
HEA_01424,Health,Public notice: SHA (Social Health Authority) will host a free hand hygiene outreach in Vihiga County this July.,Taarifa ya umma: Shirika la Afya ya Jamii (SHA) litaandaa huduma ya usafi wa mikono ya bure katika Kaunti ya Vihiga mwezi huu wa Julai.
HEA_01425,Health,Kenya Medical Association launches a May awareness campaign on diabetes screening across Siaya County.,Shirika la Matibabu la Kenya linazindua kampeni ya Mei ya ufahamu juu ya uchunguzi wa ugonjwa wa kisukari katika Kaunti ya Siaya.
HEA_01426,Health,CDC advises residents of Baringo County to boil drinking water before use to prevent the spread of preventable illness.,CDC inashauri wakazi wa Kaunti ya Baringo kuchemsha maji ya kunywa kabla ya matumizi ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01427,Health,KEMSA advises residents of Samburu County to reduce salt and sugar intake to prevent the spread of preventable illness.,KEMSA inawashauri wakazi wa Kaunti ya Samburu kupunguza ulaji wa chumvi na sukari ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01428,Health,Kenya Red Cross launches a May awareness campaign on diabetes screening across Vihiga County.,Msalaba Mwekundu wa Kenya unazindua kampeni ya Mei ya ufahamu juu ya uchunguzi wa ugonjwa wa kisukari katika Wilaya ya Vihiga.
HEA_01429,Health,KEMRI reminds the public in Kwale County about the importance of safe water storage for household wellbeing.,KEMRI inawakumbusha umma katika Kaunti ya Kwale juu ya umuhimu wa kuhifadhi maji salama kwa ustawi wa kaya.
HEA_01430,Health,Public notice: Kenya Red Cross will host a free diabetes screening outreach in Siaya County this November.,Taarifa ya umma: Msalaba Mwekundu wa Kenya utaandaa uchunguzi wa bure wa ugonjwa wa kisukari katika Kaunti ya Siaya mwezi huu wa Novemba.
HEA_01431,Health,Kenya Red Cross launches a March awareness campaign on diabetes screening across Uasin Gishu County.,Msalaba Mwekundu wa Kenya unazindua kampeni ya Machi ya ufahamu juu ya uchunguzi wa ugonjwa wa kisukari katika Wilaya ya Uasin Gishu.
HEA_01432,Health,Ministry of Health advises residents of Wajir County to reduce salt and sugar intake to prevent the spread of preventable illness.,Wizara ya Afya inawashauri wakazi wa Kaunti ya Wajir kupunguza ulaji wa chumvi na sukari ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01433,Health,Division of Disease Surveillance and Response launches an August awareness campaign on hypertension awareness across Vihiga County.,Idara ya Ufuatiliaji na Jibu la Magonjwa inazindua kampeni ya ufahamu ya Agosti juu ya ufahamu wa shinikizo la damu katika Kaunti ya Vihiga.
HEA_01434,Health,Kenya Red Cross reminds the public in Siaya County about the importance of diabetes screening for household wellbeing.,Msalaba Mwekundu wa Kenya unakumbusha umma katika Kaunti ya Siaya juu ya umuhimu wa uchunguzi wa ugonjwa wa kisukari kwa ustawi wa kaya.
HEA_01435,Health,Division of Disease Surveillance and Response launches a December awareness campaign on hypertension awareness across Narok County.,Idara ya Ufuatiliaji na Jibu la Magonjwa huzindua kampeni ya ufahamu ya Desemba juu ya ufahamu wa shinikizo la damu katika Kaunti ya Narok.
HEA_01436,Health,Kenya Red Cross launches an October awareness campaign on hand hygiene across Isiolo County.,Kenya Red Cross inazindua kampeni ya kuelimisha juu ya usafi wa mikono katika Wilaya ya Isiolo.
HEA_01437,Health,Division of Disease Surveillance and Response advises residents of Baringo County to boil drinking water before use to prevent the spread of preventable illness.,Idara ya Ufuatiliaji na Jibu la Magonjwa inashauri wakazi wa Kaunti ya Baringo kuchemsha maji ya kunywa kabla ya matumizi ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01438,Health,Public notice: KEMSA will host a free proper sanitation outreach in Tana River County this May.,Taarifa ya umma: KEMSA itaandaa huduma ya usafi wa bure katika Wilaya ya Tana River Mei hii.
HEA_01439,Health,Division of Disease Surveillance and Response reminds the public in Tana River County about the importance of proper sanitation for household wellbeing.,Idara ya Ufuatiliaji na Jibu la Magonjwa inakumbusha umma katika Kaunti ya Tana River juu ya umuhimu wa usafi sahihi kwa ustawi wa kaya.
HEA_01440,Health,CDC launches a November awareness campaign on safe water storage across Tharaka-Nithi County.,CDC inazindua kampeni ya ufahamu ya Novemba juu ya uhifadhi wa maji salama katika Kaunti ya Tharaka-Nithi.
HEA_01441,Health,KEMSA launches a June awareness campaign on food safety across Kericho County.,KEMSA inazindua kampeni ya Juni ya ufahamu juu ya usalama wa chakula kote katika Kaunti ya Kericho.
HEA_01442,Health,Public notice: Kenya Red Cross will host a free tobacco control outreach in Nyandarua County this November.,Taarifa ya umma: Msalaba Mwekundu wa Kenya utaandaa kampeni ya bure ya kuzuia tumbaku katika Kaunti ya Nyandarua mwezi huu wa Novemba.
HEA_01443,Health,Public notice: SHA (Social Health Authority) will host a free proper sanitation outreach in Kericho County this October.,Taarifa ya umma: Shirika la Afya ya Jamii (SHA) litaandaa huduma ya usafi wa bure katika Kaunti ya Kericho mwezi huu wa Oktoba.
HEA_01444,Health,Ministry of Health advises residents of Mandera County to attend the free community health screening to prevent the spread of preventable illness.,Wizara ya Afya inawashauri wakazi wa Kaunti ya Mandera kuhudhuria uchunguzi wa bure wa afya ya jamii ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01445,Health,Public notice: Ministry of Health - Reproductive Health Unit will host a free safe water storage outreach in Uasin Gishu County this June.,Taarifa ya Umma: Wizara ya Afya - Kitengo cha Afya ya Uzazi kitaandaa mkusanyiko wa bure wa uhifadhi wa maji salama katika Kaunti ya Uasin Gishu mwezi Juni huu.
HEA_01446,Health,KEMRI launches a September awareness campaign on safe water storage across Marsabit County.,KEMRI inazindua kampeni ya Septemba ya ufahamu juu ya uhifadhi wa maji salama katika Kaunti ya Marsabit.
HEA_01447,Health,CDC advises residents of Busia County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.,CDC inashauri wakazi wa Kaunti ya Busia waoshe mikono kwa sabuni na maji safi mara kwa mara ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01448,Health,Ministry of Health - Reproductive Health Unit reminds the public in Lamu County about the importance of food safety for household wellbeing.,Wizara ya Afya - Kitengo cha Afya ya Uzazi kinakumbusha umma katika Kaunti ya Lamu juu ya umuhimu wa usalama wa chakula kwa ustawi wa kaya.
HEA_01449,Health,Ministry of Health advises residents of Laikipia County to attend the free community health screening to prevent the spread of preventable illness.,Wizara ya Afya inawashauri wakazi wa Kaunti ya Laikipia kuhudhuria uchunguzi wa bure wa afya ya jamii ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01450,Health,Public notice: KEMSA will host a free hypertension awareness outreach in Nandi County this October.,Taarifa ya umma: KEMSA itaandaa kampeni ya bure ya ufahamu wa shinikizo la damu katika Kaunti ya Nandi mwezi huu wa Oktoba.
HEA_01451,Health,Public notice: KEMSA will host a free hand hygiene outreach in Nyamira County this May.,Taarifa ya umma: KEMSA itaandaa huduma ya usafi wa mikono ya bure katika Kaunti ya Nyamira Mei hii.
HEA_01452,Health,KEMRI launches a December awareness campaign on safe water storage across Mandera County.,KEMRI inazindua kampeni ya ufahamu ya Desemba juu ya uhifadhi wa maji salama katika Kaunti ya Mandera.
HEA_01453,Health,Kenya Red Cross advises residents of Mandera County to boil drinking water before use to prevent the spread of preventable illness.,Msalaba Mwekundu wa Kenya unawashauri wakazi wa Kaunti ya Mandera kuchemsha maji ya kunywa kabla ya kutumia ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01454,Health,Kenya Medical Association launches a February awareness campaign on hand hygiene across Kisii County.,Chama cha Matibabu cha Kenya kinazindua kampeni ya Februari ya ufahamu juu ya usafi wa mikono katika Kaunti ya Kisii.
HEA_01455,Health,Ministry of Health - Reproductive Health Unit launches a January awareness campaign on safe water storage across Elgeyo-Marakwet County.,Wizara ya Afya - Kitengo cha Afya ya Uzazi kinazindua kampeni ya Januari juu ya uhifadhi salama wa maji katika Kaunti ya Elgeyo-Marakwet.
HEA_01456,Health,Ministry of Health launches a September awareness campaign on hypertension awareness across Homa Bay County.,Wizara ya Afya inazindua kampeni ya ufahamu ya Septemba juu ya ufahamu wa shinikizo la damu kotekote katika Kaunti ya Homa Bay.
HEA_01457,Health,Ministry of Health - Reproductive Health Unit launches a May awareness campaign on hand hygiene across Wajir County.,Wizara ya Afya - Kitengo cha Afya ya Kuzaa kinazindua kampeni ya kuelimisha juu ya usafi wa mikono katika Kaunti ya Wajir mnamo Mei.
HEA_01458,Health,Kenya Red Cross launches a January awareness campaign on food safety across Homa Bay County.,Kenya Red Cross inazindua kampeni ya Januari ya ufahamu juu ya usalama wa chakula kote Homa Bay County.
HEA_01459,Health,SHA (Social Health Authority) launches an April awareness campaign on hypertension awareness across Bungoma County.,Shirika la Afya ya Jamii (SHA) linazindua kampeni ya ufahamu ya Aprili juu ya ufahamu wa shinikizo la damu katika Kaunti ya Bungoma.
HEA_01460,Health,KEMSA launches an October awareness campaign on proper sanitation across Nyandarua County.,KEMSA inazindua kampeni ya ufahamu ya Oktoba juu ya usafi sahihi katika Kaunti ya Nyandarua.
HEA_01461,Health,Public notice: KEMSA will host a free hypertension awareness outreach in Narok County this December.,Taarifa ya umma: KEMSA itaandaa kampeni ya bure ya ufahamu juu ya shinikizo la damu katika Kaunti ya Narok Desemba hii.
HEA_01462,Health,CDC advises residents of Kakamega County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.,CDC inashauri wakazi wa Kaunti ya Kakamega kuosha mikono kwa sabuni na maji safi mara kwa mara ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01463,Health,CDC launches a December awareness campaign on safe water storage across Embu County.,CDC inazindua kampeni ya ufahamu ya Desemba juu ya uhifadhi wa maji salama katika Kaunti ya Embu.
HEA_01464,Health,Public notice: KEMSA will host a free tobacco control outreach in Kericho County this January.,Taarifa ya umma: KEMSA itaandaa kampeni ya bure ya kudhibiti tumbaku katika Kaunti ya Kericho Januari hii.
HEA_01465,Health,KEMRI launches a December awareness campaign on diabetes screening across Narok County.,KEMRI inazindua kampeni ya ufahamu ya Desemba juu ya uchunguzi wa ugonjwa wa kisukari katika Kaunti ya Narok.
HEA_01466,Health,Public notice: KEMSA will host a free hand hygiene outreach in Nandi County this November.,Taarifa ya umma: KEMSA itaandaa kampeni ya bure ya usafi wa mikono katika Kaunti ya Nandi mwezi huu wa Novemba.
HEA_01467,Health,Division of Disease Surveillance and Response advises residents of Samburu County to boil drinking water before use to prevent the spread of preventable illness.,Idara ya Ufuatiliaji na Jibu la Magonjwa inashauri wakazi wa Kaunti ya Samburu kuchemsha maji ya kunywa kabla ya matumizi ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01468,Health,Kenya Medical Association advises residents of Wajir County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.,Chama cha Matibabu cha Kenya kinashauri wakazi wa Kaunti ya Wajir waoshe mikono kwa sabuni na maji safi mara kwa mara ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01469,Health,SHA (Social Health Authority) reminds the public in Kajiado County about the importance of diabetes screening for household wellbeing.,Shirika la Afya ya Jamii (SHA) linakumbusha umma katika Kajiado County juu ya umuhimu wa uchunguzi wa ugonjwa wa kisukari kwa ustawi wa kaya.
HEA_01470,Health,Public notice: Kenya Red Cross will host a free hand hygiene outreach in Bomet County this December.,Taarifa ya umma: Msalaba Mwekundu wa Kenya utaandaa kampeni ya usafi wa mikono ya bure katika Kaunti ya Bomet Desemba hii.
HEA_01471,Health,Division of Disease Surveillance and Response launches a February awareness campaign on diabetes screening across Nakuru County.,Idara ya Ufuatiliaji na Jibu la Magonjwa inazindua kampeni ya ufahamu ya Februari juu ya uchunguzi wa ugonjwa wa kisukari katika Kaunti ya Nakuru.
HEA_01472,Health,Public notice: Ministry of Health - Reproductive Health Unit will host a free proper sanitation outreach in Bungoma County this December.,Taarifa ya Umma: Wizara ya Afya - Kitengo cha Afya ya Uzazi kitaandaa huduma ya usafi sahihi ya bure katika Kaunti ya Bungoma Desemba hii.
HEA_01473,Health,KEMRI reminds the public in Bomet County about the importance of proper sanitation for household wellbeing.,KEMRI inawakumbusha umma katika Kaunti ya Bomet umuhimu wa usafi sahihi kwa ustawi wa kaya.
HEA_01474,Health,KEMRI reminds the public in Lamu County about the importance of tobacco control for household wellbeing.,KEMRI inawakumbusha umma katika Kaunti ya Lamu umuhimu wa udhibiti wa tumbaku kwa ustawi wa kaya.
HEA_01475,Health,Public notice: KEMSA will host a free diabetes screening outreach in Mombasa County this November.,Taarifa ya umma: KEMSA itaandaa huduma ya bure ya uchunguzi wa ugonjwa wa kisukari katika Kaunti ya Mombasa mwezi huu wa Novemba.
HEA_01476,Health,Kenya Medical Association launches a September awareness campaign on tobacco control across Nandi County.,Shirika la Matibabu la Kenya linazindua kampeni ya Septemba ya ufahamu juu ya udhibiti wa tumbaku katika Kaunti ya Nandi.
HEA_01477,Health,SHA (Social Health Authority) launches a July awareness campaign on diabetes screening across Marsabit County.,Shirika la Afya ya Jamii (SHA) linazindua kampeni ya ufahamu wa Julai juu ya uchunguzi wa ugonjwa wa kisukari katika Wilaya ya Marsabit.
HEA_01478,Health,KEMSA launches a June awareness campaign on safe water storage across Lamu County.,KEMSA inazindua kampeni ya Juni ya ufahamu juu ya uhifadhi wa maji salama katika Kaunti ya Lamu.
HEA_01479,Health,Public notice: KEMRI will host a free hand hygiene outreach in Bungoma County this July.,Taarifa ya umma: KEMRI itaandaa kampeni ya usafi wa mikono ya bure katika Kaunti ya Bungoma mwezi huu wa Julai.
HEA_01480,Health,Kenya Medical Association advises residents of Nairobi County to attend the free community health screening to prevent the spread of preventable illness.,Chama cha Matibabu cha Kenya kinashauri wakazi wa Kaunti ya Nairobi kuhudhuria uchunguzi wa bure wa afya ya jamii ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01481,Health,Public notice: Kenya Medical Association will host a free tobacco control outreach in Turkana County this August.,Taarifa ya umma: Chama cha Matibabu cha Kenya kitaandaa kampeni ya bure ya kudhibiti tumbaku katika Kaunti ya Turkana Agosti hii.
HEA_01482,Health,Ministry of Health - Reproductive Health Unit reminds the public in Narok County about the importance of safe water storage for household wellbeing.,Wizara ya Afya - Kitengo cha Afya ya Uzazi kinakumbusha umma katika Kaunti ya Narok juu ya umuhimu wa kuhifadhi maji salama kwa ustawi wa kaya.
HEA_01483,Health,SHA (Social Health Authority) reminds the public in Wajir County about the importance of diabetes screening for household wellbeing.,SHA (Shirika la Afya ya Jamii) linawakumbusha umma katika Kaunti ya Wajir juu ya umuhimu wa uchunguzi wa ugonjwa wa kisukari kwa ustawi wa kaya.
HEA_01484,Health,KEMRI reminds the public in Siaya County about the importance of hand hygiene for household wellbeing.,KEMRI inawakumbusha umma katika Kaunti ya Siaya umuhimu wa usafi wa mikono kwa ustawi wa kaya.
HEA_01485,Health,Ministry of Health launches an August awareness campaign on tobacco control across Lamu County.,Wizara ya Afya inazindua kampeni ya ufahamu ya Agosti juu ya udhibiti wa tumbaku katika Kaunti ya Lamu.
HEA_01486,Health,KEMSA launches an October awareness campaign on tobacco control across Samburu County.,KEMSA inazindua kampeni ya utambuzi wa Oktoba juu ya udhibiti wa tumbaku katika Kaunti ya Samburu.
HEA_01487,Health,Public notice: KEMSA will host a free hypertension awareness outreach in Kirinyaga County this October.,Taarifa ya umma: KEMSA itaandaa kampeni ya bure ya ufahamu juu ya shinikizo la damu katika Kaunti ya Kirinyaga mwezi huu wa Oktoba.
HEA_01488,Health,SHA (Social Health Authority) launches a September awareness campaign on food safety across Homa Bay County.,Shirika la Afya ya Jamii (SHA) linazindua kampeni ya Septemba ya ufahamu juu ya usalama wa chakula kote katika Kaunti ya Homa Bay.
HEA_01489,Health,Ministry of Health - Reproductive Health Unit reminds the public in Tharaka-Nithi County about the importance of tobacco control for household wellbeing.,Wizara ya Afya - Kitengo cha Afya ya Kuzaa kinakumbusha umma katika Kaunti ya Tharaka-Nithi juu ya umuhimu wa udhibiti wa tumbaku kwa ustawi wa kaya.
HEA_01490,Health,Ministry of Health - Reproductive Health Unit reminds the public in Narok County about the importance of hypertension awareness for household wellbeing.,Wizara ya Afya - Kitengo cha Afya ya Kuzaa kinakumbusha umma katika Kaunti ya Narok juu ya umuhimu wa ufahamu wa shinikizo la damu kwa ustawi wa kaya.
HEA_01491,Health,Public notice: CDC will host a free food safety outreach in Kericho County this January.,Taarifa ya umma: CDC itaandaa kampeni ya bure ya usalama wa chakula katika Kaunti ya Kericho Januari hii.
HEA_01492,Health,Kenya Medical Association launches a July awareness campaign on diabetes screening across Wajir County.,Shirika la Matibabu la Kenya linazindua kampeni ya Julai ya ufahamu juu ya uchunguzi wa ugonjwa wa kisukari katika Kaunti ya Wajir.
HEA_01493,Health,Public notice: Kenya Medical Association will host a free hand hygiene outreach in Nandi County this August.,Taarifa ya umma: Chama cha Matibabu cha Kenya kitaandaa kampeni ya usafi wa mikono ya bure katika Kaunti ya Nandi Agosti hii.
HEA_01494,Health,KEMSA launches a November awareness campaign on food safety across Bomet County.,KEMSA inazindua kampeni ya Novemba ya ufahamu juu ya usalama wa chakula kote katika Kaunti ya Bomet.
HEA_01495,Health,Public notice: KEMSA will host a free safe water storage outreach in Nakuru County this July.,Taarifa ya umma: KEMSA itaandaa huduma ya bure ya kuhifadhi maji salama katika Kaunti ya Nakuru mwezi huu Julai.
HEA_01496,Health,Public notice: Kenya Medical Association will host a free hypertension awareness outreach in Nakuru County this February.,Taarifa ya umma: Chama cha Matibabu cha Kenya kitaandaa kampeni ya bure ya ufahamu juu ya shinikizo la damu katika Kaunti ya Nakuru Februari hii.
HEA_01497,Health,CDC reminds the public in Migori County about the importance of hypertension awareness for household wellbeing.,CDC inawakumbusha umma katika Kaunti ya Migori juu ya umuhimu wa ufahamu wa shinikizo la damu kwa ustawi wa kaya.
HEA_01498,Health,Ministry of Health - Reproductive Health Unit reminds the public in Bomet County about the importance of hypertension awareness for household wellbeing.,Wizara ya Afya - Kitengo cha Afya ya Uzazi kinakumbusha umma katika Kaunti ya Bomet juu ya umuhimu wa ufahamu wa shinikizo la damu kwa ustawi wa kaya.
HEA_01499,Health,Kenya Medical Association launches an August awareness campaign on hypertension awareness across Makueni County.,Chama cha Matibabu cha Kenya kinazindua kampeni ya ufahamu ya Agosti juu ya ufahamu wa shinikizo la damu katika Kaunti ya Makueni.
HEA_01500,Health,Division of Disease Surveillance and Response reminds the public in Nyeri County about the importance of hand hygiene for household wellbeing.,Idara ya Ufuatiliaji na Jibu la Magonjwa inakumbusha umma katika Kaunti ya Nyeri umuhimu wa usafi wa mikono kwa ustawi wa kaya.
HEA_01501,Health,Ministry of Health launches a June awareness campaign on proper sanitation across Mandera County.,Wizara ya Afya inazindua kampeni ya ufahamu ya Juni juu ya usafi sahihi katika Kaunti ya Mandera.
HEA_01502,Health,Division of Disease Surveillance and Response launches a February awareness campaign on diabetes screening across Samburu County.,Idara ya Ufuatiliaji na Jibu la Magonjwa inazindua kampeni ya ufahamu ya Februari juu ya uchunguzi wa ugonjwa wa kisukari katika Kaunti ya Samburu.
HEA_01503,Health,Public notice: Division of Disease Surveillance and Response will host a free hand hygiene outreach in Uasin Gishu County this June.,Taarifa ya umma: Idara ya Ufuatiliaji na Jibu la Magonjwa itaandaa huduma ya usafi wa mikono bure katika Kaunti ya Uasin Gishu Juni hii.
HEA_01504,Health,KEMRI advises residents of Machakos County to attend the free community health screening to prevent the spread of preventable illness.,KEMRI inashauri wakazi wa Kaunti ya Machakos kuhudhuria uchunguzi wa bure wa afya ya jamii ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01505,Health,SHA (Social Health Authority) launches a February awareness campaign on proper sanitation across Kirinyaga County.,Shirika la Afya ya Jamii (SHA) linazindua kampeni ya ufahamu ya Februari juu ya usafi sahihi katika Kaunti ya Kirinyaga.
HEA_01506,Health,Ministry of Health advises residents of Kericho County to wash hands with soap and clean water regularly to prevent the spread of preventable illness.,Wizara ya Afya inawashauri wakazi wa Kaunti ya Kericho kuosha mikono kwa sabuni na maji safi mara kwa mara ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01507,Health,Kenya Medical Association reminds the public in Kakamega County about the importance of diabetes screening for household wellbeing.,Chama cha Matibabu cha Kenya kinakumbusha umma katika Kaunti ya Kakamega juu ya umuhimu wa uchunguzi wa ugonjwa wa kisukari kwa ustawi wa kaya.
HEA_01508,Health,Public notice: Ministry of Health will host a free hypertension awareness outreach in Kisii County this August.,Taarifa ya umma: Wizara ya Afya itaandaa kampeni ya bure ya ufahamu wa shinikizo la damu katika Kaunti ya Kisii Agosti hii.
HEA_01509,Health,Division of Disease Surveillance and Response launches an October awareness campaign on diabetes screening across Samburu County.,Idara ya Ufuatiliaji na Jibu la Magonjwa inazindua kampeni ya utambuzi wa Oktoba juu ya uchunguzi wa ugonjwa wa kisukari katika Kaunti ya Samburu.
HEA_01510,Health,Public notice: SHA (Social Health Authority) will host a free tobacco control outreach in Nakuru County this February.,Taarifa ya umma: Shirika la Afya ya Jamii (SHA) litaandaa kampeni ya bure ya kudhibiti tumbaku katika Kaunti ya Nakuru Februari hii.
HEA_01511,Health,Division of Disease Surveillance and Response advises residents of Nakuru County to attend the free community health screening to prevent the spread of preventable illness.,Idara ya Ufuatiliaji na Jibu la Magonjwa inashauri wakazi wa Kaunti ya Nakuru kuhudhuria uchunguzi wa bure wa afya ya jamii ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01512,Health,Kenya Red Cross advises residents of West Pokot County to boil drinking water before use to prevent the spread of preventable illness.,Msalaba Mwekundu wa Kenya unawashauri wakazi wa Wilaya ya West Pokot kuoka maji ya kunywa kabla ya kutumia ili kuzuia kuenea kwa magonjwa yanayoweza kuepukwa.
HEA_01513,Health,SHA (Social Health Authority) reminds the public in Kericho County about the importance of proper sanitation for household wellbeing.,Shirika la Afya ya Jamii (SHA) linakumbusha umma katika Kaunti ya Kericho umuhimu wa usafi sahihi kwa ustawi wa kaya.
HEA_01514,Health,Public notice: Ministry of Health will host a free diabetes screening outreach in Kirinyaga County this October.,Taarifa ya umma: Wizara ya Afya itaandaa uchunguzi wa bure wa ugonjwa wa kisukari katika Kaunti ya Kirinyaga Oktoba hii.
HEA_01515,Health,Public notice: Kenya Red Cross will host a free food safety outreach in Lamu County this October.,Taarifa ya umma: Msalaba Mwekundu wa Kenya utaandaa kampeni ya bure ya usalama wa chakula katika Kaunti ya Lamu mwezi huu wa Oktoba.
HEA_01516,Health,Kenya Medical Association reminds the public in Embu County about the importance of food safety for household wellbeing.,Chama cha Matibabu cha Kenya kinakumbusha umma katika Kaunti ya Embu juu ya umuhimu wa usalama wa chakula kwa ustawi wa kaya.
HEA_01517,Health,Kenya Red Cross launches a May awareness campaign on diabetes screening across Narok County.,Msalaba Mwekundu wa Kenya unazindua kampeni ya Mei ya ufahamu juu ya uchunguzi wa ugonjwa wa kisukari katika Kaunti ya Narok.
